,name,hometown,high school?,sport,college
60,Christian Robinson,"Melbourne, Fla.",Viera,baseball,stanford
61,Jonathan Worley,"San Diego, Calif.",High Tech High,baseball,stanford
62,Michael Boden,"Atlanta, Ga.",Lakeside,baseball,stanford
63,Trenton Irwin,"Science, Tech. and Society","Valencia, Calif.",football,stanford
64,Brandon Simmons,"Mansfield, Texas",Timberview,football,stanford
65,Malik Antoine,"Baton Rouge, La.",University Laboratory,football,stanford
66,K.J. Costello,"Coto de Caza, Calif.",Santa Margarita Catholic,football,stanford
67,Alameen Murphy,"Fort Washington, Md.",Friendly,football,stanford
68,Jay Tyler,"Gretna, La.",Isidore Newman,football,stanford
69,Frank Buncom,"San Diego, Calif.",St. Augustine,football,stanford
70,Connor Wedington,"Lake Tapps, Wash.",Sumner,football,stanford
71,Treyjohn Butler,"Rancho Cucamonga, Calif.",Etiwanda,football,stanford
72,Reagan Williams,"Jackson, Ohio",Jackson,football,stanford
73,Donald Stewart,"Hillside, N.J.",Paramus Catholic,football,stanford
74,Ben Edwards,"Science, Tech. and Society","Jacksonville, Fla.",football,stanford
75,Jordan Fox,"Plainfield, N.J.",St. Peter's,football,stanford
76,Harry Schwartz,"Los Angeles, Calif.",Brentwood,football,stanford
77,Alijah Holder,"Oceanside, Calif.",Oceanside,football,stanford
78,Jake Bailey,"Science, Tech. and Society","Solana Beach, Calif.",football,stanford
79,Davis Mills,"Duluth, Ga.",Greater Atlanta Christian,football,stanford
80,Jordan Perez,"Science, Tech. and Society","Carlsbad, Calif.",football,stanford
81,Paulson Adebo,"Mansfield, Texas",Mansfield,football,stanford
82,Stuart Head,"Woodstock, Ga.",Etowah,football,stanford
83,Jack Richardson,"Salinas, Calif.",Palma,football,stanford
84,JJ Arcega-Whiteside,"Inman, S.C.",Dorman,football,stanford
85,Noah Williams,"Phoenix, Ariz.",Brophy,football,stanford
86,Bryce Love,"Wake Forest, N.C.",Wake Forest,football,stanford
87,Bobby Okereke,"Santa Ana, Calif.",Foothill,football,stanford
88,Isaiah Brandt-Sims,"Wenatchee, Wash.",Wenatchee,football,stanford
89,Curtis Robinson,"Irvine, Calif.",Mater Dei,football,stanford
90,Obi Eboh,"Southlake, Texas",Carroll,football,stanford
91,Cameron Scarlett,"Science, Tech. and Society","Portland, Ore.",football,stanford
92,Ryan Johnson,"Axis, Ala.",St. Paul's Episcopal,football,stanford
93,Trevor Speights,"McAllen, Texas",Memorial,football,stanford
94,Hannes Bohning,"Larchmont, N.Y.",Rye Country Day,football,stanford
95,Andrew Pryts,"Hermitage, Pa.",Hermitage,football,stanford
96,J.J. Parson,"Chandler, Ariz.",Hamilton,football,stanford
97,Jet Toner,"Honolulu, Hawaii",Punahou,football,stanford
98,Sean Barton,"North Salt Lake, Utah",Woods Cross,football,stanford
99,Charlie Beall,"Newport Coast, Calif.",St. Margaret's Episcopal,football,stanford
100,Dorian Maddox,"Bowie, Md.",Gilman,football,stanford
101,Mustafa Branch,"Bellevue, Wash.",Bellevue,football,stanford
102,Joey Alfieri,"Portland, Ore.",Jesuit,football,stanford
103,Houston Heimuli,"Woods Cross, Utah",Bountiful,football,stanford
104,Collin Riccitelli,"San Marcos, Calif.",Carlsbad,football,stanford
105,Anthony Trinh,"Duluth, Ga.",Pace,football,stanford
106,Caleb Phillips,"Encinitas, Calif.",Santa Fe Christian,football,stanford
107,Ryan Beecher,"Fresno, Calif.",San Joaquin Memorial,football,stanford
108,Sidhart Krishnamurthi,"Saratoga, Calif.",Harker,football,stanford
109,Lewis Burik,"Chicago, Ill.",Saint Ignatius,football,stanford
110,Dalyn Wade-Perry,"Englewood, N.J.",Pope John XXIII,football,stanford
111,Drew Dalman,"Salinas, Calif.",Palma,football,stanford
112,Jovan Swann,"Greenwood, Ind.",Center Grove,football,stanford
113,Casey Toohill,"San Diego, Calif.",Cathedral Catholic,football,stanford
114,Nick Wilson,"Milton, Ga.",Milton,football,stanford
115,Dylan Powell,"New London, Mo.",Hannibal,football,stanford
116,Michael Williams,"Fort Worth, Texas",All Saints' Episcopal,football,stanford
117,Dylan Boles,"Adel, Iowa",Van Meter,football,stanford
118,Austin Maihen,"Science, Tech. and Society","Dove Canyon, Calif.",football,stanford
119,Nate Herbig,"Kalaheo, Hawaii",Saint Louis,football,stanford
120,Brian Chaffin,"Science, Tech. and Society","Harrisburg, N.C.",football,stanford
121,Richard McNitzky,"San Antonio, Texas",MacArthur,football,stanford
122,Brandon Fanaika,"Pleasant Grove, Utah",Pleasant Grove,football,stanford
123,Walker Little,"Houston, Texas",Episcopal,football,stanford
124,Jesse Burkett,"St. Augustine, Fla.",Bartram Trail,football,stanford
125,Devery Hamilton,"Ellicott City, Md.",Gilman,football,stanford
126,A.T. Hall,"Science, Tech. and Society","Glendale, Ariz.",football,stanford
127,Jack Dreyer,"Science, Tech. and Society","San Mateo, Calif.",football,stanford
128,Thunder Keck,"Northfield, N.H.",Hotchkiss (Conn.),football,stanford
129,Henry Hattis,"Rio Rancho, N.M.",Cleveland,football,stanford
130,Foster Sarell,"Graham, Wash.",Graham-Kapowsin,football,stanford
131,Scooter Harrington,"Riverside, Conn.",Greenwich,football,stanford
132,Osiris St. Brown,"Brea, Calif.",Mater Dei,football,stanford
133,Kaden Smith,"Flower Mound, Texas",Marcus,football,stanford
134,Cameron Buzzell,"Neah Bay, Washington",Neah Bay,football,stanford
135,Colby Parkinson,"Simi Valley, Calif.",Oaks Christian,football,stanford
136,Kyle McCombs,"Laguna Beach, Calif.",St. John Bosco,football,stanford
137,Ben Snyder,"Crystal Bay, Nev.",Incline,football,stanford
138,Tucker Fisk,"Davis, Calif.",Davis Senior,football,stanford
139,Gabe Reid,"American Fork, Utah",Timpview,football,stanford
140,Thomas Schaffer,"Vienna, Austria",Lake Forest Academy (Ill.),football,stanford
141,Dylan Jackson,"Maryville, Tenn.",Maryville,football,stanford
142,Bo Peek,"Tampa, Fla.",Plant,football,stanford
143,Tanner Beason,"Winston-Salem, N.C.",Forsyth Country Day,mens soccer,stanford
144,Adam Mosharrafa,"Paradise Valley, Ariz.",Brophy Prep,mens soccer,stanford
145,Jared Gilbey,"New York, N.Y.",NYC Lab School,mens soccer,stanford
146,Arda Bulut,"Los Gatos, Calif.",Bellarmine College Prep,mens soccer,stanford
147,Amir Bashti,"Science, Technology & Society","Cupertino, Calif.",mens soccer,stanford
148,Kei Tomozawa,"Bellevue, Wash.",Bellevue,mens soccer,stanford
149,Zach Ryan,"Chatham, N.J.",Chatham,mens soccer,stanford
150,Rhys De Sota,"Aurora, Colo.",Grandview,mens soccer,stanford
151,Andrew Aprahamian,"Malvern, Pa.",Malvern Prep,mens soccer,stanford
152,Charlie Wehan,"Laguna Niguel, Calif.",Aliso Niguel,mens soccer,stanford
153,Marc Joshua,"Menlo Park, Calif.",International,mens soccer,stanford
154,Jack O'Brien,"Broomfield, Colo.",Broomfield,mens soccer,stanford
155,Charlie Furrer,"Georgetown, Texas",Lone Star,mens soccer,stanford
156,Collin Liberty,"Van Nuys, Calif.",Cleveland,mens soccer,stanford
157,Logan Panchot,"St. Louis, Mo.",Lafayette,mens soccer,stanford
158,Kyle Casey,"Fairfield, Conn.",Fairfield Warde,mens soccer,stanford
159,Derek Waldeck,"Newhall, Calif.",Hart,mens soccer,stanford
160,Andrew Thomas,"London, England",Merchant Taylors' School,mens soccer,stanford
161,Eduardo Palacios Fabre,"Madrid, Spain",IES Ramiro de Maeztu,mens soccer,stanford
162,Matt Frank,"Bloomfield, Mich.",Mamaroneck [N.Y.],mens soccer,stanford
163,Ryan Ludwick,"York, Pa.",York Suburban,mens soccer,stanford
164,Kyle Orciuch,"Saint John, Ind.",Lake Central,mens soccer,stanford
165,Will Richmond,"Piedmont, Calif.",Piedmont,mens soccer,stanford
166,Tyler Shaver,"Riverside, Conn.",Brunswick School,mens soccer,stanford
167,Jaye Boissiere,"Los Altos Hills, Calif.",Menlo School,womens soccer,stanford
168,Belle Briede,"Alpharetta, Ga.",Milton,womens soccer,stanford
169,Averie Collins,"Bozeman, Mont.",Bozeman,womens soccer,stanford
170,Alana Cook,"Science, Technology & Society","Far Hills, N.J.",womens soccer,stanford
171,Tierna Davidson,"Menlo Park, Calif.",Sacred Heart Prep,womens soccer,stanford
172,Jordan DiBiasi,"Science, Technology & Society","Highlands Ranch, Colo.",womens soccer,stanford
173,Ceci Gee,"Orinda, Calif.",Miramonte,womens soccer,stanford
174,Beattie Goad,"Melbourne, Australia",Lauriston Girls School,womens soccer,stanford
175,Madison Haley,"Dallas, Texas",Ursuline Academy,womens soccer,stanford
176,Jojo Harber,"Bellevue, Wash.",Bellevue,womens soccer,stanford
177,Sam Hiatt,"Newcastle, Wash.",Seattle Preparatory,womens soccer,stanford
178,Alison Jahansouz,"Huntington Beach, Calif.",Edison,womens soccer,stanford
179,Civana Kuhlmann,"Centennial, Colo.",Chatfield Senior,womens soccer,stanford
180,Catarina Macario,"San Diego, Calif.",Torrey Pines,womens soccer,stanford
181,Carly  Malatskey,"Newport Beach, Calif.",Tarbut V' Torah,womens soccer,stanford
182,Tegan McGrady,"San Jose, Calif.",Santa Teresa,womens soccer,stanford
183,Kiki Pickett,"Santa Barbara, Calif.",Dos Pueblos,womens soccer,stanford
184,Brooke Redington,"Manhattan Beach, Calif.",Marymount,womens soccer,stanford
185,Lauren Rood,"Camas, Wash.",Camas,womens soccer,stanford
186,Sophia Serafin,"Glendora, Calif.",Bishop Amat Memorial,womens soccer,stanford
187,Sam  Tran,"Tracy, Calif.",John C. Kimball,womens soccer,stanford
188,Michelle Xiao,"Omaha, Neb.",Westside,womens soccer,stanford
189,Callum Bolger,"San Luis Obispo, Calif.",San Luis Obispo,mens cross country,stanford
190,Daniel Book,"Greenwood Village, Colo.",Cherry Creek,mens cross country,stanford
191,Scott Buttinger,"Waterloo, Ontario, Canada",Resurrection Catholic Secondary School,mens cross country,stanford
192,Isaac Cortes,"Temecula, Calif.",Great Oak,mens cross country,stanford
193,Tom Coyle,"Lansdale, Pa.",La Salle College,mens cross country,stanford
194,Tai Dinger,"Washington, D.C.",St. Albans School,mens cross country,stanford
195,Steven Fahy,"Carlsbad, Calif.",La Costa Canyon,mens cross country,stanford
196,Grant Fisher,"Grand Blanc, Mich.",Grand Blanc,mens cross country,stanford
197,Steven Grolle,"Sonora, Calif.",Sonora,mens cross country,stanford
198,Blair Hurlock,"Tracy, Calif.",De La Salle,mens cross country,stanford
199,Jack Keelan,"La Grange Park, Ill.",St. Ignatius College Prep,mens cross country,stanford
200,Nathaniel Kucera,"Elburn, Ill.",Kaneland,mens cross country,stanford
201,Connor Lane,"Raleigh, N.C.",Cardinal Gibbons,mens cross country,stanford
202,Will Lauer,"Sioux Falls, S.D.",Lincoln,mens cross country,stanford
203,Brandon McGorty,"Fairfax, Va.",Chantilly,mens cross country,stanford
204,Alex Ostberg,"Darien, Conn.",Darien,mens cross country,stanford
205,Alek Parsons,"Ogden, Utah",Ogden,mens cross country,stanford
206,Patrick Perrier,"O'Fallon, Ill.",O'Fallon,mens cross country,stanford
207,DJ Principe,"Johnston, R.I.",La Salle Academy,mens cross country,stanford
208,Thomas Ratcliffe,"Concord, Mass.",Concord-Carlisle Regional,mens cross country,stanford
209,Hari Sathyamurthy,"Indianapolis, Ind.",Brownsburg,mens cross country,stanford
210,Brian Smith,"Amstelveen, Netherlands",International School of Amsterdam,mens cross country,stanford
211,Michael Vernau,"Davis, Calif.",Davis Senior,mens cross country,stanford
212,Sam Wharton,"Tipp City, Ohio",Tippecanoe,mens cross country,stanford
213,Christian White,"Charlotte, N.C.",Charlotte Latin,mens cross country,stanford
214,Christina Aragon,"Billings, Mont.",Billings Senior,womens cross country,stanford
215,Maddy Berkson,"Providence, R.I.",Classical,womens cross country,stanford
216,Elise Cranny,"Niwot, Colo.",Niwot,womens cross country,stanford
217,Hannah DeBalsi,"Westport, Conn.",Staples,womens cross country,stanford
218,Ella Donaghu,"Portland, Ore.",Grant,womens cross country,stanford
219,Vanessa Fraser,"Scotts Valley, Calif.",Scotts Valley,womens cross country,stanford
220,Julia Heymach,"Houston, Texas",Lamar,womens cross country,stanford
221,Anna Laman,"Sydney, Australia",MLC School,womens cross country,stanford
222,Jessica Lawson,"Addison, N.Y.",Corning-Painted Post,womens cross country,stanford
223,Hannah Long,"Pacific, Mo.",Eureka,womens cross country,stanford
224,Julia Maxwell,"Science, technology and society","Ross, Calif.",womens cross country,stanford
225,Abbie McNulty,"Cumberland, R.I.",Bishop Feehan,womens cross country,stanford
226,Fiona O'Keeffe,"Davis, Calif.",Davis Senior,womens cross country,stanford
227,Jordan Oakes,"Seattle, Wash.",Holy Names Academy,womens cross country,stanford
228,Catherine Pagano,"Allendale, N.J.",Northern Highlands,womens cross country,stanford
229,Kaitlin Ryan,"Tuckahoe, N.Y.",Bronxville,womens cross country,stanford
230,Claire Smith,"Ottawa, Ontario, Canada",Glebe Collegiate Institute,womens cross country,stanford
231,Courtney  Smith,"West Chester, Pa.",Unionville,womens cross country,stanford
232,Sarah Walker,"Lower Gynedd Township, Pa.",Germantown Friends School,womens cross country,stanford
233,Ashwin Arasu,"San Diego, Calif.",Canyon Crest,mens golf,stanford
234,Franklin Huang,"Poway, Calif.",Rancho Bernardo,mens golf,stanford
235,Bradley Knox,"Menlo Park, Calif.",Sacred Heart,mens golf,stanford
236,Dakota McNealy,"Portola Valley, Calif.",Harker,mens golf,stanford
237,Nate Menon,"Wyomissing, Pa.",Wyomissing Area,mens golf,stanford
238,Chris Meyers,"Oro Valley, Ariz.",Canyon del Oro,mens golf,stanford
239,Isaiah Salinda,"South San Francisco, Calif.",Junipero Serra,mens golf,stanford
240,Henry Shimp,"Charlotte, N.C.",Myers Park,mens golf,stanford
241,David Snyder,"McAllen, Texas",N/A,mens golf,stanford
242,Jeffrey Swegle,"West Des Moines, Iowa",West Des Moines Valley,mens golf,stanford
243,Brandon Wu,"Danville, Calif.",Deerfield [Mass.],mens golf,stanford
244,Shannon Aubert,"Science, Tech. Society","Stuart, Fla.",womens golf,stanford
245,Madie Chou,"Santa Ana, Calif.",Foothill,womens golf,stanford
246,Jisoo Keel,"Science, Tech. and Society","Coquitlam, B.C.",womens golf,stanford
247,Sierra Kersten,"Spokane, Wash.",Lewis and Clark,womens golf,stanford
248,Andrea Lee,"Hermosa Beach, Calif.",Mira Costa,womens golf,stanford
249,Mika  Liu,"Beverly Hills, Calif.",IMG Academy,womens golf,stanford
250,Calli Ringsby,"Cherry Hills Village, Colo.",Cherry Creek,womens golf,stanford
251,Albane Valenzuela,"Geneva, Switzerland",Ecole Moser,womens golf,stanford
252,Ziyi Wang,"Beijing, China",Remin,womens golf,stanford
253,Kelsey Zeng,"Orlando, Fla.",The First Academy,womens golf,stanford
254,Tarek Abdelghany,"Ladera Ranch, Calif.",Capistrano Valley,mens swimming,stanford
255,Matt Anderson,"Scottsdale, Ariz.",Arcadia,mens swimming,stanford
256,Johannes Calloni,"Jersey City, N.J.",Saint Peter's Preparatory,mens swimming,stanford
257,Cole Cogswell,"Valencia, Calif.",William S. Hart,mens swimming,stanford
258,Patrick Conaton,"Bronxville, N.Y.",Fordham Prep,mens swimming,stanford
259,Glen Cowand,"Katy, Texas",Cinco Ranch,mens swimming,stanford
260,Abrahm DeVine,"Seattle, Wash.",Lakeside,mens swimming,stanford
261,Ryan Dudzinski,"Science, Technology & Society","Pittsburgh, Pa.",mens swimming,stanford
262,Liam Egan,"Boston, Mass.",Buckingham Brown and Nichols,mens swimming,stanford
263,Jordan Greenberg,"Eden Prairie, Minn.",Eden Prairie,mens swimming,stanford
264,Matthew Hirschberger,"Northern Bethesda, MD.",Georgetown Preparatory,mens swimming,stanford
265,Benjamin Ho,"Los Altos, Calif.",Saint Francis,mens swimming,stanford
266,Andrew Liang,"Palo Alto, Calif.",Palo Alto,mens swimming,stanford
267,Alex Liang,"Palo Alto, Calif.",Palo Alto,mens swimming,stanford
268,William Macmillan,"Carrboro, N.C.",Carrboro,mens swimming,stanford
269,Alberto Mestre,"Dorado, Puerto Rico",The Hill School,mens swimming,stanford
270,Ted Miclau,"San Francisco, Calif.",International,mens swimming,stanford
271,James Murphy,"Clifton, Va.",Robinson Secondary,mens swimming,stanford
272,Curtis Ogren,"Menlo Park, Calif.",Saint Francis,mens swimming,stanford
273,Brennan Pastorek,"Savannah, GA",Savannah Country Day,mens swimming,stanford
274,Sam Perry,"Hamilton, New Zealand",St. Peter's,mens swimming,stanford
275,Hank Poppe,"Danville, Calif.",San Ramon Valley,mens swimming,stanford
276,Grant Shoults,"Laguna Hills, Calif.",Santa Margarita Catholic,mens swimming,stanford
277,True Sweetser,"Gainesville, Fla.",Buchholz,mens swimming,stanford
278,Jack Walsh,"Ann Arbor, Mich.",Detroit Catholic Central,mens swimming,stanford
279,Brad Zdroik,"Hillsborough, N.J.",Hillsborough,mens swimming,stanford
280,Hannah Boyd,"Lexington, Ill.",University High School,womens swimming,stanford
281,Megan Byrnes,"Fairfax, Va.",Oakton,womens swimming,stanford
282,Kassidy Cook,"The Woodlands, Texas",The Woodlands,womens swimming,stanford
283,Katie Drabot,"Cedarburg, Wis.",Cedarburg,womens swimming,stanford
284,Ella Eastin,"Irvine, Calif.",Crean Lutheran,womens swimming,stanford
285,Lindsey Engel,"Trabuco Canyon, Calif.",Crean Lutheran,womens swimming,stanford
286,Haley Farnsworth,"San Clemente, Calif.",San Clemente,womens swimming,stanford
287,Brooke Forde,"Louisville, Ky.",Sacred Heart Academy,womens swimming,stanford
288,Sammy Gallagher,"Margarita, Calif.",Tesoro,womens swimming,stanford
289,Abby Gardner,"Peachtree Corners, Ga.",Wesleyan School,womens swimming,stanford
290,Katie Glavinovich,"Laguna Beach, Calif.",Jserra Catholic,womens swimming,stanford
291,Lauren Green,"San Jose, Calif.",Pioneer,womens swimming,stanford
292,Ally Howe,"Portola Valley, Calif.",Sacred Heart Preparatory,womens swimming,stanford
293,Janet Hu,"Vienna, Va.",Oakton,womens swimming,stanford
294,Hannah Kukurugya,"Crown Point, Ind.",Crown Point,womens swimming,stanford
295,Katie Ledecky,"Bethesda, Md.",Stone Ridge School of the Sacred Heart,womens swimming,stanford
296,Gracia Leydon Mahoney,"Science, Technology & Society","Newton, Mass.",womens swimming,stanford
297,Simone Manuel,"Sugar Land, Texas",Fort Bend Austin,womens swimming,stanford
298,Alexandra Meyers,"Fox Point, Wis.",University School of Milwaukee,womens swimming,stanford
299,Mia Paulsen,"Atherton, Calif.",Menlo-Atherton,womens swimming,stanford
300,Lauren Pitzer,"Fort Worth, Texas",Fossil Ridge,womens swimming,stanford
301,Brooke Stenstrom,"Highlands Ranch, Colo.",Valor Christian,womens swimming,stanford
302,Leah Stevens,"Louisville, Ky.",Sacred Heart Academy,womens swimming,stanford
303,Allie Szekely,"Doylestown, Pa.",Gwynedd Mercy Academy,womens swimming,stanford
304,Ashley Volpenhein,"Mason, Ohio",Mason,womens swimming,stanford
305,Erin Voss,"Northampton, Mass.",Northampton,womens swimming,stanford
306,Kim Williams,"Bellevue, Wash.",Bellevue,womens swimming,stanford
307,Grace Zhao,"Palo Alto, Calif.",Palo Alto,womens swimming,stanford
308,Jack Barber,"Science, Technology & Society","La Jolla, Calif.",mens tennis,stanford
309,Nikita  Demir,"Bethesda, Md.",Georgetown Prep,mens tennis,stanford
310,Tom Fawcett,"Science, Technology & Society","Winnetka, Ill.",mens tennis,stanford
311,Eric Fomba,"Paris, France",Paris Institute of Political Studies,mens tennis,stanford
312,Axel Geller,"Buenos Aires, Argentina",St. Andrew's Scots School,mens tennis,stanford
313,Michael Genender,"Science, Technology & Society","Los Angeles, Calif.",mens tennis,stanford
314,William  Genesen,"Tulsa, Okla.",N/A,mens tennis,stanford
315,Christian Kontaxis,"Rancho Mirage, Calif.",Palm Desert HS,mens tennis,stanford
316,Sameer Kumar,"Carmel, Ind.",Carmel,mens tennis,stanford
317,Kento Perera,"Santa Barbara, Calif.",San Marcos HS,mens tennis,stanford
318,Timothy Sah,"San Diego, Calif.",Laurel Springs School,mens tennis,stanford
319,Sam Turchetta,"Pound Ridge, New York",Fox Lane HS,mens tennis,stanford
320,David Wilczynski,"Science, Technology & Society","Richboro, Pa.",mens tennis,stanford
321,Emily Arbuthnott,"Harpenden, Hertfordshire, England",Haberdashers' Aske's School for Girls,womens tennis,stanford
322,Michaela Gordon,"Saratoga, Calif.",Laurel Springs School,womens tennis,stanford
323,Emma  Higuchi,"Los Angeles, Calif.",Laurel Springs School,womens tennis,stanford
324,Taylor Lallas,"Los Angeles, Calif.",Brentwood School,womens tennis,stanford
325,Caroline Lampl,"Science, Technology and Society","Leesburg, Va.",womens tennis,stanford
326,Melissa Lord,"Bloomfield, Conn.",Kingswood Oxford School,womens tennis,stanford
327,Naomie Rosenberg,"Los Angeles, Calif.",The Buckley School,womens tennis,stanford
328,Janice Shin,"Houston, Texas",Texas Connections Academy,womens tennis,stanford
329,Paulette Wolak,"Los Altos Hills, Calif.",Castilleja School,womens tennis,stanford
330,Elizabeth Yao,"Sunnyvale, Calif.",Menlo School,womens tennis,stanford
331,Kimberly Yee,"Las Vegas, Nev.",Odyssey Charter High School,womens tennis,stanford
332,Terrence Alexander,"New Orleans, La.",John Curtis Christian School,mens track,stanford
333,Julian Body,"Portland, Ore.",Jesuit,mens track,stanford
334,Callum Bolger,"San Luis Obispo, Calif.",San Luis Obispo,mens track,stanford
335,Daniel Book,"Greenwood Village, Colo.",Cherry Creek,mens track,stanford
336,Daniel Brady,"Toronto, Ontario, Canada",Greenwood College School,mens track,stanford
337,Dion Brandt-Sims,"Wenatchee, Wash.",Wenatchee,mens track,stanford
338,Isaiah Brandt-Sims,"Wenatchee, Wash.",Wenatchee,mens track,stanford
339,Scott Buttinger,"Waterloo, Ontario, Canada",Resurrection Catholic Secondary School,mens track,stanford
340,Liam Christensen,"Mount Pleasant, S.C.",Academic Magnet,mens track,stanford
341,Isaac Cortes,"Temecula, Calif.",Great Oak,mens track,stanford
342,Tom Coyle,"Lansdale, Pa.",La Salle College,mens track,stanford
343,Trevor Danielson,"Newberg, Ore.",Newberg,mens track,stanford
344,Tai Dinger,"Washington, D.C.",St. Albans School,mens track,stanford
345,Colin Dolese,"Missoula, Mont.",Hellgate,mens track,stanford
346,Lucas Ege,"Hampshire, Ill.",Burlington Central,mens track,stanford
347,Landon Ellingson,"Jefferson, Wis.",Jefferson,mens track,stanford
348,Steven Fahy,"Carlsbad, Calif.",La Costa Canyon,mens track,stanford
349,Grant Fisher,"Grand Blanc, Mich.",Grand Blanc,mens track,stanford
350,Steven Grolle,"Sonora, Calif.",Sonora,mens track,stanford
351,Jack Herkert,"Verona, Wis.",Verona,mens track,stanford
352,Blair Hurlock,"Tracy, Calif.",De La Salle,mens track,stanford
353,Jack Keelan,"La Grange Park, Ill.",St. Ignatius College Prep,mens track,stanford
354,Will Kingsfield,"Sandy Springs, Ga.",Marist School,mens track,stanford
355,Jake Koffman,"Orono, Maine",Orono,mens track,stanford
