,name,hometown,high school?,sport,college
39,Cody Bradford,"Aledo, Texas",Aledo HS,baseball,baylor
40,Ryan Leckich,"Port Neches, Texas",Neches Groves HS,baseball,baylor
41,T.J. Raguse,"Georgetown, Texas",Georgetown HS,baseball,baylor
42,Richard Cunningham,"Austin, Texas",Stephen F. Austin HS,baseball,baylor
43,Jacob Wyeth,"Austin, Texas",Lake Travis HS,baseball,baylor
44,Shea Langeliers,"Keller, Texas",Keller HS,baseball,baylor
45,Jimmy Winston,"Houston, Texas",Lamar HS,baseball,baylor
46,Andy Thomas,"Murrieta, Calif.",Murrieta HS,baseball,baylor
47,Billy Mote,"Bloomington, Ill.",N/A,baseball,baylor
48,Hayden Kettler,"Coppell, Texas",Coppell HS,baseball,baylor
49,Jacob Ashkinos,"Aledo, Texas",Aledo HS,baseball,baylor
50,Daniel Caruso,"Los Angeles, Calif.",Loyola HS,baseball,baylor
51,Kyle Harper,"Houston, Texas",Cypress Creek HS,baseball,baylor
52,Davis Wendzel,"San Clemente, Calif.",Jserra Catholic HS,baseball,baylor
53,Collin Sharp,"Lorena, Texas",McLennan CC,baseball,baylor
54,Ryan Bertelsman,"Friendswood, Texas",Friendswood HS,baseball,baylor
55,Troy Montemayor,"San Antonio, Texas",Reagan HS,baseball,baylor
56,Chase Wehsener,"San Diego, Calif.",Christian HS,baseball,baylor
57,Jesse Garcia,"Houston, Texas",Bellaire HS,baseball,baylor
58,Alex Phillips,"Nacogdoches, Texas",Nacogdoches Central Heights HS,baseball,baylor
59,Luke Boyd,"Ojai, Calif.",Nordhoff HS,baseball,baylor
60,Cole Weaver,"Carlsbad, Calif.",Santa Fe Christian HS,baseball,baylor
61,Tyler Thomas,"Keller, Texas",Keller HS,baseball,baylor
62,Collin Garrett,"Montgomery, Texas",Montgomery HS,baseball,baylor
63,Verkedric Vaughns,"Mesquite, Texas",Poteet HS,football,baylor
64,Chris Miller,"Frisco, Texas",Lone Star HS,football,baylor
65,Grayland Arnold,"Kountze, Texas",Kountze HS,football,baylor
66,Jalen Hurd,"Hendersonville, Tenn.",Beech Senior HS,football,baylor
67,JaMycal Hasty,"Longview, Texas",Longview HS,football,baylor
68,John Lovett,"Burlington, N.J.",Cherokee HS,football,baylor
69,Henry Black,"Shreveport, La.",Woodlawn HS,football,baylor
70,Ira Lewis,"Houston, Texas",Lamar HS,football,baylor
71,Gerry Bohanon,"Earle, Ark.",Earle HS,football,baylor
72,Jameson Houston,"Austin, Texas",St. Michael's Academy,football,baylor
73,Charlie Brewer,"Austin, Texas",Lake Travis HS,football,baylor
74,R.J. Sneed,"Cypress, Texas",Cypress Ranch HS,football,baylor
75,Raleigh Texada,"Frisco, Texas",Centennial HS,football,baylor
76,Brandon Bass,"Addison, Texas",Trinity Christian,football,baylor
77,Chris Platt,"Willis, Texas",Willis HS,football,baylor
78,Denzel Mims,"Daingerfield, Texas",Daingerfield HS,football,baylor
79,Preston Weeks,"Rowlett, Texas",Rowlett HS,football,baylor
80,Jared Atkinson,"Mesquite, Texas",Horn HS,football,baylor
81,Preston Heard,"Bellaire, Texas",Episcopal HS,football,baylor
82,Garret McGuire,"Cedar Hill, Texas",Cedar Hill HS,football,baylor
83,Pooh Stricklin,"Waco, Texas",Midway HS,football,baylor
84,Zack Bennema,"Aurora, Ill.",Waubonsie Valley HS,football,baylor
85,Gavin Holmes,"Justin, Texas",Northwest HS,football,baylor
86,Jalan McClendon,"Charlotte, N.C.",W. Mecklenburg HS,football,baylor
87,Craig Williams,"Crosby, Texas",Crosby HS,football,baylor
88,Josh Fleeks,"Dallas, Texas",Cedar Hill HS,football,baylor
89,Blake Lynch,"Gilmer, Texas",Gilmer HS,football,baylor
90,JT Woods,"San Antonio, Texas",Steele HS,football,baylor
91,Derrek Thomas,"Albany, N.Y.",Bishop Maginn HS,football,baylor
92,Jalen Pitre,"Stafford, Texas",Stafford HS,football,baylor
93,Trestan Ebner,"Henderson, Texas",Henderson HS,football,baylor
94,"Byron Hanspard, Jr.","DeSoto, Texas",DeSoto HS,football,baylor
95,Terrel Bernard,"La Porte, Texas",La Porte HS,football,baylor
96,Kalon Barnes,"Silsbee, Texas",Silsbee HS,football,baylor
97,Abram Smith,"Abilene, Texas",Abilene HS,football,baylor
98,Christian Morgan,"Houston, Texas",Porter HS,football,baylor
99,Will Baxter,"Amarillo, Texas",Tascosa HS,football,baylor
100,Harrison Hand,"Cherry Hill, N.J.",Cherry Hill West HS,football,baylor
101,Lenoy Jones Jr.,"Waco, Texas",Midway HS,football,baylor
102,Connor Stanton,"Scottsdale, Ariz.",Notre Dame Prep,football,baylor
103,Owen Rogers,"Phoenix, Ariz.",Brophy College Prep,football,baylor
104,Zeke Brown,"Midlothian, Texas",Midlothian HS,football,baylor
105,Allen Anderson,"East Bernard, Texas",East Bernard HS,football,baylor
106,Drew Galitz,"Rowlett, Texas",Rowlett HS,football,baylor
107,Cody George,"Lorena, Texas",Lorena HS,football,baylor
108,Mark Milton,"Houston, Texas",Clear Brook HS,football,baylor
109,Koby Bullard,"La Vernia, Texas",La Vernia HS,football,baylor
110,Jordan Williams,"Paris, Texas",Paris HS,football,baylor
111,Colby Delashaw,"Frisco, Texas",Wakeland HS,football,baylor
112,Deonte Williams,"Plano, Texas",Prestonwood Christian Academy,football,baylor
113,Jake Copeland,"Southlake, Texas",Southlake HS,football,baylor
114,Jairon McVea,"Richmond, Texas",George Ranch HS,football,baylor
115,James Lockhart,"Ennis, Texas",Ennis HS,football,baylor
116,Dru Dixon,"Phoenix, Ariz.",Pinnacle HS,football,baylor
117,Clay Johnston,"Abilene, Texas",Wylie HS,football,baylor
118,Bryson Jackson,"Mansfield, Texas",Lake Ridge HS,football,baylor
119,Ross Matiscik,"McKinney, Texas",McKinney Boyd HS,football,baylor
120,Kyle Boyd,"Mesquite, Texas",Horn HS,football,baylor
121,BJ Thompson,"England, Ark.",England HS,football,baylor
122,Chad Kelly,"Grapevine, Texas",Faith Christian School,football,baylor
123,Ashton Logan,"Temple, Texas",Temple HS,football,baylor
124,Chris Lutzel,"Huntersville, N.C.",Southlake Christian Academy,football,baylor
125,Jackson Shupp,"The Woodlands, Texas",The Woodlands HS,football,baylor
126,Greg Roberts,"Nacogdoches, Texas",Nacogdoches HS,football,baylor
127,Sam Tecklenburg,"Plano, Texas",Plano HS,football,baylor
128,Jason Moore,"Frisco, Texas",Independence HS,football,baylor
129,Marje Smith,"Marshall, Texas",Marshall HS,football,baylor
130,Xavier Newman,"Desoto, Texas",Desoto HS,football,baylor
131,Johncarlo Valentin,"Philadelphia, Pa.",Imhotep Charter,football,baylor
132,Michael McNair,"Richardson, Texas",Plano East,football,baylor
133,Ty Smith,"Argyle, Texas",Argyle HS,football,baylor
134,Khalil Keith,"Alpine, Ala.",Winterboro HS,football,baylor
135,Dalton Justice,"Thomas, Okla.",Thomas-Fay-Custer HS,football,baylor
136,Jake Fruhmorgen,"Tampa, Fla.",Plant HS,football,baylor
137,Ryan Miller,"Southlake, Texas",Carroll HS,football,baylor
138,Christian Beard,"Waco, Texas",Midway HS,football,baylor
139,Thor Rodoni,"Los Banos, Calif.",Pacheco HS,football,baylor
140,Josh Malin,"Cibolo, Texas",Steele HS,football,baylor
141,Jackson Kimble,"Southlake, Texas",Southlake HS,football,baylor
142,Jim Threet,"Sunnyvale, Texas",Sunnyvale HS,football,baylor
143,Blake Blackmar,"Houston, Texas",Clear Lake HS,football,baylor
144,Prince Pines,"Baton Rouge, La.",Tara HS,football,baylor
145,Eleasah Anderson,"Houston, Texas",Taylor HS,football,baylor
146,Brayden Utley,"Huntington Beach, Calif.",Loyola HS,football,baylor
147,Connor Galvin,"Katy, Texas",Katy HS,football,baylor
148,Patrick  Lawrence,"Waxahachie, Texas",Waxahachie HS,football,baylor
149,Henry Klinge III,"Southlake, Texas",Carroll HS,football,baylor
150,Casey Phillips,"Franklin, Texas",Franklin HS,football,baylor
151,Jackson Gleeson,"Mansfield, Texas",Mansfield HS,football,baylor
152,Tyquan Thornton,"Miami, Fla.",Booker T. Washington HS,football,baylor
153,Tyler Henderson,"Kyle, Texas",Lehman HS,football,baylor
154,Russell Morrison,"Katy, Texas",Cinco Ranch HS,football,baylor
155,Marques Jones,"McKinney, Texas",McKinney HS,football,baylor
156,Ben Sims,"San Antonio, Texas",Clark HS,football,baylor
157,Jamie Jacobs,"Waco, Texas",Midway HS,football,baylor
158,Christoph Henle,"Innsbruck, Austria",The Oakridge School,football,baylor
159,Bralen Taylor,"Cuero, Texas",Cuero HS,football,baylor
160,Jay Sedwick,"Arlington, Texas",Grace Prep,football,baylor
161,Trevor White,"Arlington, Texas",Martin HS,football,baylor
162,Tyrone Hunt,"Arp, Texas",Arp HS,football,baylor
163,Rob Saulin,"Pennsville, N.J.",Pennsville Memorial HS,football,baylor
164,James Lynch,"Round Rock, Texas",Round Rock HS,football,baylor
165,Xavier Jones,"Magnolia, Texas",Magnolia West HS,football,baylor
166,John Mayers,"Flower Mound, Texas",Marcus HS,football,baylor
167,Connor Martin,"Frisco, Texas",Centennial HS,football,baylor
168,Cole Maxwell,"Allen, Texas",Allen HS,football,baylor
169,Josh Landry,"Houston, Texas",Lamar HS,football,baylor
170,Issac  Power,"Castle Rock, Colo.",Ponderosa HS,football,baylor
171,Chidi Ogbonnaya,"Houston, Texas",Langham Creek HS,football,baylor
172,Bravvion Roy,"Spring, Texas",Spring HS,football,baylor
173,Kayley Ables,"Waco, Texas",Waco HS,womens soccer,baylor
174,Maddie Algya,"Highland Village, Texas",Marcus HS,womens soccer,baylor
175,Sarah Bevington,"Arvada, Colo.",Ralston Valley HS,womens soccer,baylor
176,Kennedy Brown,"Kingwood, Texas",Kingwood HS,womens soccer,baylor
177,Zionah Browne,"Spring, Texas",Klein HS,womens soccer,baylor
178,Emily Bunnell,"Cottage Grove, Minn.",East Ridge HS,womens soccer,baylor
179,Maggie Burton,"Eagle, Idaho",Eagle HS,womens soccer,baylor
180,Jackie Crowther,"Temecula, Calif.",Linfield Christian HS,womens soccer,baylor
181,Giuliana Cunningham,"Highland Park, Ill.",Highland Park HS,womens soccer,baylor
182,Haley Foster,"Highlands Ranch,  Colo.",Highlands Ranch HS,womens soccer,baylor
183,Danielle Hayden,"Indianapolis, Ind.",Pike HS,womens soccer,baylor
184,Ally Henderson,"Wichita, Kan.",Trinity Academy,womens soccer,baylor
185,Julie James,"Fairview, Texas",McKinney Christian Academy,womens soccer,baylor
186,Audrey Johnston,"Woodway, Texas",Midway HS,womens soccer,baylor
187,Sarah King,"Coppell, Texas",Coppell HS,womens soccer,baylor
188,Ariel Leach,"Flower Mound, Texas",Flower Mound HS,womens soccer,baylor
189,Taylor Moon,"Highland Village, Texas",Marcus HS,womens soccer,baylor
190,Sarah Norman,"McKinney, Texas",McKinney Boyd HS,womens soccer,baylor
191,Raegan Padgett,"Beaumont, Texas",Hardin-Jefferson HS,womens soccer,baylor
192,Hannah Parrish,"Naperville, Ill.",Neuqua Valley HS,womens soccer,baylor
193,Lauren Piercy,"Health, Kinesiology & Leisure Studies","Amarillo, Texas",womens soccer,baylor
194,Elena Reyna,"Flower Mound, Texas",Flower Mound HS,womens soccer,baylor
195,Kylie Ross,"McKinney, Texas",McKinney Boyd HS,womens soccer,baylor
196,Halee Sowinski,"Allen, Texas",Allen HS,womens soccer,baylor
197,Jennifer Wandt,"Brookfield, Wisc.",Brookfield East HS,womens soccer,baylor
198,Camryn Wendlandt,"Coueur d'Alene, Idaho",Lake City HS,womens soccer,baylor
199,Alec Atteberry,"Apex, N.C.",Apex Friendship HS,mens cross country,baylor
200,Seth Brown,"La Plata, Mo.",La Plata HS,mens cross country,baylor
201,Matt Henderson,"Spring, Texas",The Woodlands HS,mens cross country,baylor
202,Ryan Hodge,"Mahomet, Ill.",Mahomet-Seymour HS,mens cross country,baylor
203,Henry Huff,"St. Charles, Mo.",Lutheran (St. Charles HS,mens cross country,baylor
204,Cal Johnston,"Waco, Texas",Midway HS,mens cross country,baylor
205,Jeff Kirwin,"Diamond Bar, Calif.",Glendora HS,mens cross country,baylor
206,Connor Laktasic,"Albuquerque, N.M.",Eldorado HS,mens cross country,baylor
207,Sean McCullough,"Northville, Mich.",Northville HS,mens cross country,baylor
208,Jeremy Meadows,"Monument, Colo.",Palmer Ridge HS,mens cross country,baylor
209,Jake Merrell,"Quitaque, Texas",Valley HS,mens cross country,baylor
210,J.B. Sandlund,"St. Charles, Ill.",St. Charles East H.S.,mens cross country,baylor
211,TJ Sugg,"Springdale, Ark.",Har-Ber HS,mens cross country,baylor
212,Lauren Ammons,"Raleigh, N.C.",Sanderson HS,womens cross country,baylor
213,Alison Andrews-Paul,"Masterton, New Zealand",Wairarapa College,womens cross country,baylor
214,Sarah Antrich,"Houston, Texas",Kingwood HS,womens cross country,baylor
215,Lindsey Bradley,"Richland, Wash.",Richland HS,womens cross country,baylor
216,Emily Curran,"Oldsmar, Fla.",Calvary Christian HS,womens cross country,baylor
217,Amanda Dillon,"Springdale, Ark.",Har-Ber HS,womens cross country,baylor
218,Haley Everroad,"Scottsdale, Ariz.",Scottsdale Prep,womens cross country,baylor
219,Sydney Gandy,"Katy, Texas",Seven Lakes HS,womens cross country,baylor
220,Brooke Gilmore,"Belton, Texas",Belton HS,womens cross country,baylor
221,Celia Holmes,"Waco, Texas",Live Oak Classical School,womens cross country,baylor
222,Jamie Holodak,"North Augusta, S.C.",Augusta Preparatory Day School,womens cross country,baylor
223,Madelaine Johnston,"Wichita Falls, Texas",Burkburnett H.S.,womens cross country,baylor
224,Isabella Lackner,"Raleigh, N.C.",Saint Thomas More Academy,womens cross country,baylor
225,Mazie Larsen,"Gretna, Neb.",Gretna HS,womens cross country,baylor
226,Hana Marsheck,"Palo Alto, Calif.",Woodside Priory,womens cross country,baylor
227,Aaliyah Miller,"McKinney, Texas",McKinney Boyd HS,womens cross country,baylor
228,Katy Parsons,"Hotchkiss, Colo.",Hotchkiss HS,womens cross country,baylor
229,Megan Rule,"Stamford, Connecticut",Stamford HS,womens cross country,baylor
230,Gabby Satterlee,"Visalia, Calif.",Central Valley Christian HS,womens cross country,baylor
231,Natasha Strump,"Miami, Florida",Westminster Christian School,womens cross country,baylor
232,Lindsay Walton,"Peoria, Ill.",Peoria Christian School,womens cross country,baylor
233,Kayla Windemuller,"Hamilton, Mich.",Holland Christian HS,womens cross country,baylor
234,Braden Bailey,"Groves, Texas",Port Neches-Groves HS,mens golf,baylor
235,Austin Cotton,"Austin, Texas",Westwood HS,mens golf,baylor
236,Cooper Dossey,"Austin, Texas",Vandegrift HS,mens golf,baylor
237,Ryan Grider,"Lewisville, Texas",iSchool HS,mens golf,baylor
238,Brandon Hoff,"Austin, Texas",Vandegrift HS,mens golf,baylor
239,Colin Kober,"Southlake, Texas",Carroll HS,mens golf,baylor
240,Garrett May,"Hope, Ark.",Texas HS,mens golf,baylor
241,Travis McInroe,"Plano, Texas",Plano West HS,mens golf,baylor
242,Mark Reppe,"Dallas, Texas",Episcopal School of Dallas,mens golf,baylor
243,Diane Baillieux,"Dongelberg, Belgium",Ecole International le Verseau,womens golf,baylor
244,Tuan-Yu Chiang,"Taichung City, Taiwan",Mid-Pacific [Hawaii] Institute,womens golf,baylor
245,Laila Hrindova,"Poprad, Slovakia",Doha (Qatar) College,womens golf,baylor
246,Gurleen Kaur,"Houston, Texas",Cy Woods HS,womens golf,baylor
247,Fiona Liddell,"Warendorf, Germany",Mariengymnasium,womens golf,baylor
248,Amelia McKee,"Spring, Texas",Klein Oak HS,womens golf,baylor
249,Jordan Shackelford,"Austin, Texas",Westlake HS,womens golf,baylor
250,Maria Vesga,"Bucaramanga, Colombia",Colegio Panamericano,womens golf,baylor
251,Jimmy Bendeck,"Hollywood, Fla.",Family Tree HS,mens tennis,baylor
252,Constantin Frantzen,"Augsburg, Germany",Stadtische Robert-Bosch Fachoberschule,mens tennis,baylor
253,Sven Lah,"Ptuj, Slovenia",Gimnazija Ptuj,mens tennis,baylor
254,Will Little,"Joplin, Mo.",College Heights Christian School,mens tennis,baylor
255,Bjoern Petersen,"Eckernfoerde, Germany",Internatsgymnasium Louisenlund,mens tennis,baylor
256,Johannes Schretter,"Graz, Austria",BORG Monsberger,mens tennis,baylor
257,Roy Smith,"New Haven, Connecticut",Cooperative Arts & Humanities HS,mens tennis,baylor
258,Matias Soto,"Copiapo, Chile",Colegio Olimpo,mens tennis,baylor
259,Kyrylo Tsygura,"North Potomac, Md.",IMG Academy,mens tennis,baylor
260,Jessica Hinojosa,"Guadalajara, Mexico",SEP Mexico,womens tennis,baylor
261,Livia Kraus,"Nieder-Olm, Germany",Gymnasium Nieder-Olm,womens tennis,baylor
262,Katelyn Parker,"Rancho Palos Verdes, Calif.",Palos Verdes Peninsula,womens tennis,baylor
263,Angelina Shakhraichuk,"Kiev, Ukraine",Gymnasium Consul 86,womens tennis,baylor
264,Kristina Sorokolet,"Moscow, Russia",Moscow School #152,womens tennis,baylor
265,Dominika Sujova,"Topolcany, Slovakia",Gymnaszium Vincenta de Paul,womens tennis,baylor
266,William Anderson,N/A,N/A,mens track,baylor
267,Alec Atteberry,"Apex, N.C.",Apex Friendship HS,mens track,baylor
268,Dillon Baker,N/A,N/A,mens track,baylor
269,Jayson Baldridge,"Houston, Texas",George Ranch HS,mens track,baylor
270,Ian Braxton,"Highland Village, Texas",Marcus HS,mens track,baylor
271,Seth Brown,"La Plata, Mo.",La Plata HS,mens track,baylor
272,Cody Cunningham,"Plano, Texas",Prestonwood Christian Academy,mens track,baylor
273,Isaiah Cunningham,"Moreno Valley, Calif.",Rancho Verde HS,mens track,baylor
274,Caleb Dickson,"Borger, Texas",Borger HS,mens track,baylor
275,Howard Fields III,"Manvel, Texas",Manvel HS,mens track,baylor
276,Elijah Gifford,"Austin, Texas",St. Michael's Catholic Academy,mens track,baylor
277,Greyson Gonzalez,"Waco, Texas",Bosqueville HS,mens track,baylor
278,Cole Hardan,"Valley Center, Calif.",San Pasqual HS,mens track,baylor
279,Niko Harrell,N/A,N/A,mens track,baylor
280,Matt Henderson,"Spring, Texas",The Woodlands HS,mens track,baylor
281,Ryan Hodge,"Mahomet, Ill.",Mahomet-Seymour HS,mens track,baylor
282,Henry Huff,"St. Charles, Mo.",Lutheran (St. Charles HS,mens track,baylor
283,Cal Johnston,"Waco, Texas",Midway HS,mens track,baylor
284,Jeff Kirwin,"Diamond Bar, Calif.",Glendora HS,mens track,baylor
285,Connor Laktasic,"Albuquerque, N.M.",Eldorado HS,mens track,baylor
286,Danny Leland,"Dallas, Texas",Highland Park HS,mens track,baylor
287,KC Lightfoot,N/A,N/A,mens track,baylor
288,Blaine Listach,"Elm Mott, Texas",Rapoport Academy,mens track,baylor
289,Wil London,"Waco, Texas",Waco HS,mens track,baylor
290,Sean McCullough,"Northville, Mich.",Northville HS,mens track,baylor
291,Jeremy Meadows,"Monument, Colo.",Palmer Ridge HS,mens track,baylor
292,Jake Merrell,"Quitaque, Texas",Valley HS,mens track,baylor
293,Matthew Moorer,N/A,N/A,mens track,baylor
294,Antwuan Musgrove,"Miami, Fla.",Hallandale HS,mens track,baylor
295,Riley Richards,"China Spring, Texas",China Spring HS,mens track,baylor
296,J.B. Sandlund,"St. Charles, Ill.",St. Charles East H.S.,mens track,baylor
297,Jalen Seals,"Ft. Worth, Texas",Boswell HS,mens track,baylor
298,TJ Sugg,"Springdale, Ark.",Har-Ber HS,mens track,baylor
299,Raleigh Texada,"Frisco, Texas",Centennial HS,mens track,baylor
300,Cameron Turner,"Houston, Texas",Langham Creek HS,mens track,baylor
301,Maxwell Willis,"Upper Marlboro, Md.",Archbishop Carroll HS,mens track,baylor
302,Maddy Agnew,"Mission Viejo, Calif.",Mission Viejo HS,womens track,baylor
303,Lauren Ammons,"Raleigh, N.C.",Sanderson HS,womens track,baylor
304,Alison Andrews-Paul,"Masterton, New Zealand",Wairarapa College,womens track,baylor
305,Sarah Antrich,"Houston, Texas",Kingwood HS,womens track,baylor
306,Anatalia Ashcroft,"Brookfield, Wis.",Brookfield East HS,womens track,baylor
307,Julia Aurignac,N/A,N/A,womens track,baylor
308,Kennedy Bailey,"Cypress, Texas",Cypress Woods HS,womens track,baylor
309,Emma Bakke,"Puyallup, Wash.",Sumner HS,womens track,baylor
310,Taylor Bennett,"Spring, Texas",Klein Collins HS,womens track,baylor
311,Lindsey Bradley,"Richland, Wash.",Richland HS,womens track,baylor
312,Brianna Brown,"Katy, Texas",Seven Lakes HS,womens track,baylor
313,Demitra Carter,"Kansas City, Kan.",Sumner Academy of Arts and Sciences,womens track,baylor
314,Laura Casadonte,"Frederick, Md.",Governor Thomas Johnson HS,womens track,baylor
315,Tiera Cleveland,N/A,N/A,womens track,baylor
316,Emily Curran,"Oldsmar, Fla.",Calvary Christian HS,womens track,baylor
317,Megan Daley,N/A,N/A,womens track,baylor
318,Leticia De Souza,"Sao Paulo, Brazil",E.T.E.C. Guaracy Silveira,womens track,baylor
319,Amanda Dillon,"Springdale, Ark.",Har-Ber HS,womens track,baylor
320,Amani Dotson,"Houston, Texas",Memorial HS,womens track,baylor
321,Haley Everroad,"Scottsdale, Ariz.",Scottsdale Prep,womens track,baylor
322,Jacinta Fisher,"North Sydney, Australia",Monte Sant' Angelo Mercy College,womens track,baylor
323,Sydney Gandy,"Katy, Texas",Seven Lakes HS,womens track,baylor
324,Brooke Gilmore,"Belton, Texas",Belton HS,womens track,baylor
325,Raven Grant,"Conway, S.C.",Burke HS,womens track,baylor
326,Celia Holmes,"Waco, Texas",Live Oak Classical School,womens track,baylor
327,Jamie Holodak,"North Augusta, S.C.",Augusta Preparatory Day School,womens track,baylor
328,Kiana Horton,"San Antonio, Texas",Judson HS,womens track,baylor
329,Venae Jessurun,"Houston, Texas",Second Baptist HS,womens track,baylor
330,Madelaine Johnston,"Wichita Falls, Texas",Burkburnett H.S.,womens track,baylor
331,Jhane' King,"Fort Worth, Texas",Timbercreek HS,womens track,baylor
332,Isabella Lackner,"Raleigh, N.C.",Saint Thomas More Academy,womens track,baylor
333,Mazie Larsen,"Gretna, Neb.",Gretna HS,womens track,baylor
334,Moorea Long,N/A,N/A,womens track,baylor
335,Alex Lord,"League City, Texas",Bay Area Christian School,womens track,baylor
336,Alex Madlock,"Bangs, Texas",Brownwood HS,womens track,baylor
337,Hana Marsheck,"Palo Alto, Calif.",Woodside Priory,womens track,baylor
338,Aaliyah Miller,"McKinney, Texas",McKinney Boyd HS,womens track,baylor
339,Alyssa Miller,N/A,N/A,womens track,baylor
340,Eva Morrison,"Fort Collins, Colo.",Liberty Common HS,womens track,baylor
341,Abena Ofori,"Spring, Texas",Klein Oak HS,womens track,baylor
342,Katy Parsons,"Hotchkiss, Colo.",Hotchkiss HS,womens track,baylor
343,Tiffani Peacock,"Lorena, Texas",Lorena HS,womens track,baylor
344,Tamar Perkins,"Houston, Texas",Cypress Falls H.S.,womens track,baylor
345,Caira Pettway,"Sunnyvale, Texas",Sunnyvale HS,womens track,baylor
346,Victoria Powell,"Atlanta, Ga.",The Lovett School,womens track,baylor
347,Leila Rohde,"Fallbrook, Calif.",Linfield HS,womens track,baylor
348,Megan Rule,"Stamford, Connecticut",Stamford HS,womens track,baylor
349,TT Sanders,"Waco, Texas",Connally HS,womens track,baylor
350,Gabby Satterlee,"Visalia, Calif.",Central Valley Christian HS,womens track,baylor
351,Megan SaxvanderWeyden,"Pennsville, N.J.",Pennsville Memorial HS,womens track,baylor
352,Kelli Silcox,N/A,N/A,womens track,baylor
353,Xianni Simmons,"Riviera Beach, Fla.",Suncoast HS,womens track,baylor
354,Morgan Stewart,"Houston, Texas",Jersey Village HS,womens track,baylor
355,Natasha Strump,"Miami, Florida",Westminster Christian School,womens track,baylor
356,K.C. Sullivan,"Orange, Calif.",Orange Lutheran HS,womens track,baylor
357,Tuesdi Tidwell,"Early, Texas",Early HS,womens track,baylor
358,Samone Turner,"DeSoto, Texas",DeSoto HS,womens track,baylor
359,Lindsay Walton,"Peoria, Ill.",Peoria Christian School,womens track,baylor
360,Sydney Washington,"Round Rock, Texas",Stony Point HS,womens track,baylor
361,Kayla Windemuller,"Hamilton, Mich.",Holland Christian HS,womens track,baylor
362,Sarah Yocum,"Arvada, Colo.",Faith Christian HS,womens track,baylor
363,Lindsay Zatta,N/A,N/A,womens track,baylor
364,Lexi Koltz,"Sioux Falls, S.D.",Roosevelt,softball,baylor
365,Kyla Walker,"Franklin, Texas",Franklin,softball,baylor
366,Regan Green,"Hebron, Md.",Laurel,softball,baylor
