,name,hometown,high school?,sport,college
32,Cole Taylor,"Houston, Texas",Houston Christian,baseball,texas_am
33,Kyle Richardson,"College Station, Texas",College Station,baseball,texas_am
34,Mason  Cole,"Round Rock, Texas",Round Rock,baseball,texas_am
35,Austin Hendrix,"Dallardsville, Texas",Big Sandy,baseball,texas_am
36,Stephen Kolek,"Shepherd, Texas",Shepherd,baseball,texas_am
37,Landon Miner,"Bryan, Texas",Bryan,baseball,texas_am
38,Mitchell Kilkenny,"Houston, Texas",Houston Christian,baseball,texas_am
39,Asa Lacy,"Kerrville, Texas",Kerrville Tivy,baseball,texas_am
40,Baine Schoenvogel,"Galveston, Texas",San Jacinto Junior College,baseball,texas_am
41,Dustin Saenz,"Corpus Christi, Texas",King,baseball,texas_am
42,Nolan Hoffman,"Lincoln, Nebraska",Hutchinson CC,baseball,texas_am
43,Chris Andritsos,"The Woodlands, Texas",Oklahoma,baseball,texas_am
44,George Janca,"Georgetown, Texas",Georgetown,baseball,texas_am
45,Will  Frizzell,"Rockwall, Texas",Rockwall,baseball,texas_am
46,Kaylor Chafin,"Sweeny, Texas",Sweeny,baseball,texas_am
47,Quartney Davis,"Houston, Texas",Langham Creek,football,texas_am
48,Jhamon Ausbon,"Houston, Texas",IMG Academy (Fla.),football,texas_am
49,Micheal Clemons,"Garland, Texas",Sachse,football,texas_am
50,Tyree Johnson,"Washington, D.C.",St. John's College (DC),football,texas_am
51,Derrick Tucker,"Manvel, Texas",Manvel,football,texas_am
52,Daylon Mack,"Gladewater, Texas",Gladewater,football,texas_am
53,Trayveon Williams,"Houston, Texas",C.E. King,football,texas_am
54,Roshauud Paul,"Bremond, Texas",Bremond,football,texas_am
55,Donovan Wilson,"Shreveport, La.",Woodlawn,football,texas_am
56,Buddy Johnson,"Dallas, Texas",Kimball,football,texas_am
57,Connor Blumrick,"Pearland, Texas",Pearland,football,texas_am
58,Hezekiah Jones,"Stafford, Texas",Stafford,football,texas_am
59,Myles Jones,"Magnolia, Texas",Magnolia West,football,texas_am
60,Kellen Mond,"San Antonio, Texas",IMG Academy (Fla.),football,texas_am
61,Larry Pryor,"Sulphur Springs, Texas",Sulphur Springs,football,texas_am
62,Cullen Gillaspia,"Katy, Texas",Taylor,football,texas_am
63,Kendrick Rogers,"Frankston, Texas",Frankston,football,texas_am
64,Camron Buckley,"Cedar Hill, Texas",Cedar Hill,football,texas_am
65,Keldrick Carper,"Plain Dealing, La.",Plain Dealing,football,texas_am
66,Aaron Hansford,"Washington, D.C.",St. John's College HS,football,texas_am
67,Klyde Chriss,"New Orleans, La.",Warren Easton,football,texas_am
68,Devin Morris,"Caldwell, Texas",Caldwell,football,texas_am
69,Nick Starkel,"Argyle, Texas",Liberty Christian,football,texas_am
70,Antonio Howard,"Miami, Fla.",Miami Lakes,football,texas_am
71,Bo Schneider,"Dallas, Texas",Jesuit,football,texas_am
72,Anthony Hines III,"Plano, Texas",Plano East,football,texas_am
73,Colton Taylor,"Houston, Texas",Memorial,football,texas_am
74,Ikenna Okeke,"Smyrna, Tenn.",Smyrna,football,texas_am
75,Charles Oliver,"Fairfield, Texas",Fairfield,football,texas_am
76,Clifford Chattman,"New Orleans, La.",McDonogh 35,football,texas_am
77,Kwame Etwi,"Conroe, Texas",Oak Ridge,football,texas_am
78,Jacob Kibodi,"Baton Rouge, La.",Christian Life Academy,football,texas_am
79,Kendall Bussey,"New Orleans, La.",Newman,football,texas_am
80,Tyrel Dodson,"Franklin, Tenn.",Centennial,football,texas_am
81,Deshawn Capers-Smith,"New Orleans, La.",Warren Easton,football,texas_am
82,John Clark,"Northbrook, Ill.",Glenbrook North,football,texas_am
83,Roney Elam,"Newton, Texas",Newton,football,texas_am
84,Travon Fuller,"Athens, Texas",Athens,football,texas_am
85,AJ Sanders,"The Woodlands, Texas",College Park,football,texas_am
86,Kurtis Bradicich,"Iola, Texas",Iola,football,texas_am
87,Debione Renfro,"Pearland, Texas",Pearland,football,texas_am
88,Andrew Boykin,"Austin, Texas",Westlake,football,texas_am
89,Gannon Rawlins,"Galveston, Texas",Ball,football,texas_am
90,Santino Marchiol,"Centennial, Colo.",IMG Academy (Fla.),football,texas_am
91,Justice Bean,"Frankston, Texas",Frankston,football,texas_am
92,Ondario Robinson,"Hutto, Texas",Hutto,football,texas_am
93,Braden Mann,"Houston, Texas",Cy-Fair,football,texas_am
94,Riley Garner,"College Station, Texas",A&M Consolidated,football,texas_am
95,Daniel LaCamera,"Tarpon Springs, Fla.",East Lake,football,texas_am
96,Mitchell Howard,"Cypress, Texas",Concordia Lutheran,football,texas_am
97,Marquez Johnson,"Pickton, Texas",Como-Pickton,football,texas_am
98,Drew Riethman,"Fort Worth, Texas",Nolan Catholic,football,texas_am
99,Jake Pagel,"Dallas, Texas",Jesuit,football,texas_am
100,Will Gunnell,"Houston, Texas",St. Pius X,football,texas_am
101,Otaro Alaka,"Houston, Texas",Cypress Falls,football,texas_am
102,Ke'undre Azakytu,"Dallas, Texas",Wilmer-Hutchins,football,texas_am
103,Austin Frey,"Tomball, Texas",N/A,football,texas_am
104,Landis Durham,"Plano, Texas",East,football,texas_am
105,Ryan Renick,"Iola, Texas",Iola,football,texas_am
106,Jacob Groff,"San Antonio, Texas",Churchill,football,texas_am
107,Riley Anderson,"Mineola, Texas",Mineola,football,texas_am
108,John Locke,"Richmond, Texas",Fort Bend Travis,football,texas_am
109,Carson Green,"Southlake, Texas",Carroll,football,texas_am
110,Keeath Magee II,"Houston, Texas",Westfield,football,texas_am
111,Drew Boroughs,"Van, Texas",Van,football,texas_am
112,Braden White,"Florence, Ala.",Florence,football,texas_am
113,Miles Fowkes,"Brownsville, Texas",St. Joseph Academy,football,texas_am
114,Cagan Baldree,"Carthage, Texas",Carthage,football,texas_am
115,Erik McCoy,"Lufkin, Texas",Lufkin,football,texas_am
116,"Dan Moore, Jr.","Beaumont, Texas",West Brook,football,texas_am
117,Robert Congel,"Greenwood Village, Colo.",IMG Academy [Fla.],football,texas_am
118,Justin Dworaczyk,"Houston, Texas",Langham Creek,football,texas_am
119,Connor Lanfear,"Buda, Texas",Buda,football,texas_am
120,Grayson Reed,"Cypress, Texas",Cypress Creek,football,texas_am
121,Colten Blanton,"Cypress, Texas",Cypress Ranch,football,texas_am
122,Jared Hocker,"North Richland Hills, Texas",Birdville,football,texas_am
123,Kellen Diesch,"Trophy Club, Texas",Byron Nelson,football,texas_am
124,Colton Prater,"Bossier City, La.",Airline,football,texas_am
125,Ryan McCollum,"Spring, Texas",Klein Oak,football,texas_am
126,Keaton Sutherland,"Flower Mound, Texas",Marcus,football,texas_am
127,Jace Sternberger,"Kingfisher, Okla.",Kingfisher/Northeastern Oklahoma A&M CC,football,texas_am
128,Moses Reynolds,"San Antonio, Texas",Jay,football,texas_am
129,Camron Horry,"Katy, Texas",Taylor,football,texas_am
130,Hunter Smith,"Pearland, Texas",Pearland,football,texas_am
131,Greer Shetler,"San Antonio, Texas",Alamo Heights,football,texas_am
132,Kingsley Keke,"Richmond, Texas",George Ranch,football,texas_am
133,Keynel McZeal,"Port Neches, Texas",Port Neches-Groves,football,texas_am
134,Justin Mellenbruch,"Austin, Texas",Westlake,football,texas_am
135,TD Moton,"Shreveport, La.",Woodlawn,football,texas_am
136,Jayden Peevy,"Bellaire, Texas",Bellaire,football,texas_am
137,Landry Estes,"Trophy Club, Texas",Byron Nelson,football,texas_am
138,Justin Madubuike,"McKinney, Texas",McKinney North,football,texas_am
139,Josh Rogers,"Houston, Texas",Houston Christian,football,texas_am
140,Cosette Morché,"Lawrenceville, Ga.",Peachtree Ridge,womens soccer,texas_am
141,Ally Watt,"Colorado Springs, Colo.",Pine Creek,womens soccer,texas_am
142,Emily  Bates,"Melissa, Texas",Melissa,womens soccer,texas_am
143,Kendall Ritchie,"Austin, Texas",Westlake,womens soccer,texas_am
144,Brittany Crabtree,"Corinth, Texas",Denton Guyer,womens soccer,texas_am
145,Kate Hajdu,"Dallas, Texas",Ursuline Academy,womens soccer,texas_am
146,Claudette Lassandro,"Austin, Texas",Westwood,womens soccer,texas_am
147,Jenna Byers,"Tulsa, Okla.",Holland Hall,womens soccer,texas_am
148,Grace Piper,"The Woodlands, Texas",The Woodlands,womens soccer,texas_am
149,Olivia Ausmus,"Klein, Texas",Klein,womens soccer,texas_am
150,Jimena Lopez,"Mexico City, Mexico",St. Stephens Episcopal  [Texas],womens soccer,texas_am
151,Cienna Arrieta,"El Paso, Texas",Eastwood,womens soccer,texas_am
152,Addie McCain,"Wylie, Texas",Wylie East,womens soccer,texas_am
153,Rheagen Smith,"Carrollton, Texas",Greenhill School,womens soccer,texas_am
154,Sophie Salverino,"Katy, Texas",Cinco Ranch,womens soccer,texas_am
155,Callyn Walton,"College Station, Texas",A&M Consolidated,womens soccer,texas_am
156,Jordan Hill,"Dallas, Texas",Frisco,womens soccer,texas_am
157,Abby Grace Cooper,"Plano, Texas",Plano West,womens soccer,texas_am
158,Briana Alston,"Ashburn, Va.",Stone Bridge,womens soccer,texas_am
159,Jon Bishop,"College Station, Texas",College Station,mens cross country,texas_am
160,Johnathon Blaine,"Las Vegas, Nevada",Shadow Ridge,mens cross country,texas_am
161,Eli Canal,"Southlake, Texas",Carroll,mens cross country,texas_am
162,Taylor Clayton,"Decatur, Texas",Decatur,mens cross country,texas_am
163,George Cyboran,"Kingwood, Texas",Kingwood,mens cross country,texas_am
164,Nicko Enochs,"The Woodlands, Texas",The Woodlands,mens cross country,texas_am
165,Sam Erickson,"Powderly, Texas",Paris North Lamar,mens cross country,texas_am
166,Christian Farris,"Midland, Texas",Trinity,mens cross country,texas_am
167,Theo Goff,"Conroe, Texas",Oak Ridge,mens cross country,texas_am
168,Raymond Gonzales,"San Antonio, Texas",Judson,mens cross country,texas_am
169,Zach Martin,"San Antonio, Texas",Reagan,mens cross country,texas_am
170,Jacob Perry,"Sanger, Texas",Sanger,mens cross country,texas_am
171,Joel Potter,"Keller, Texas",Keller,mens cross country,texas_am
172,Brandt Preston,"Ingleside, Texas",Ingleside,mens cross country,texas_am
173,Chandler Rathke,"Fulshear, Texas",Katy Seven Lakes,mens cross country,texas_am
174,Alex Riba,"O'Fallon, Illinois",O'Fallon Township,mens cross country,texas_am
175,Zephyr Seagraves,"College Station, Texas",College Station,mens cross country,texas_am
176,Harrison Tillman,"Aledo, Texas",Aledo,mens cross country,texas_am
177,Juan Uribe,"Brownsville, Texas",Hanna,mens cross country,texas_am
178,Ryan Yerrow,"Katy, Texas",Katy,mens cross country,texas_am
179,Olivia Arriaza,"Southlake, Texas",Carroll,womens cross country,texas_am
180,Lauryn Barrientos,"Forney, Texas",Forney,womens cross country,texas_am
181,Rachel Bernardo,"College Station, Texas",A&M Consolidated,womens cross country,texas_am
182,Rebecca Bonta,"Houston, Texas",Cy-Fair,womens cross country,texas_am
183,Valarie Bradley,"Plano, Texas",Plano West,womens cross country,texas_am
184,Hannah Campbell,"Austin, Texas",Westlake,womens cross country,texas_am
185,Lizette Chapa,"Mission, Texas",Sharyland,womens cross country,texas_am
186,Ashley Driscoll,"Round Rock, Texas",Round Rock,womens cross country,texas_am
187,Ashton Hutcherson,"Dallas, Texas",Flower Mound Marcus,womens cross country,texas_am
188,Michala Janssen,"Goliad, Texas",Goliad,womens cross country,texas_am
189,Nicolette Keys,"Austin, Texas",Vandegrift,womens cross country,texas_am
190,Megan Lindquist,"New Braunfels, Texas",New Braunfels Canyon,womens cross country,texas_am
191,Emily McCollum,"Austin, Texas",Vandegrift,womens cross country,texas_am
192,Amelia McElhinney,"Austin, Texas",McNeil,womens cross country,texas_am
193,Shelby McNeel,"San Antonio, Texas",LBJ,womens cross country,texas_am
194,Morgan Michals,"Houston, Texas",Cypress Creek,womens cross country,texas_am
195,Serena Montgomery,"Spring, Texas",Klein,womens cross country,texas_am
196,Erica Moorhead,"Spring, Texas",Klein Oak,womens cross country,texas_am
197,Michelle Myers,"Germantown, Tennessee",Houston,womens cross country,texas_am
198,Devin Norton,"Denton, Texas",Guyer,womens cross country,texas_am
199,Sarah Odneal,"Grapevine, Texas",Southlake Carroll,womens cross country,texas_am
200,Kelsey Persyn,"San Antonio, Texas",Warren,womens cross country,texas_am
201,Sarah Pia,"Cedar Park, Texas",Cedar Park,womens cross country,texas_am
202,Kylie Purifoy,"Combine, Texas",Crandall,womens cross country,texas_am
203,Audrey Spitz,"Sugar Land, Texas",Fort Bend Dulles,womens cross country,texas_am
204,Kaitlin Tanner,"Shreveport, La.",Loyola College Prep,womens cross country,texas_am
205,Maddie Vondra,"Ft. Worth, Texas",Arlington Heights,womens cross country,texas_am
206,Kelsie Warren,"College Station, Texas",College Station,womens cross country,texas_am
207,Connor Black,"Humble, Texas",Humble Summer Creek HS,mens golf,texas_am
208,Dan  Erickson,"Whittier, Calif.",Laurel Springs High School,mens golf,texas_am
209,Kavan Eubank,"Corpus Christi, Texas",IMG Academy,mens golf,texas_am
210,Josh Gliege,"Eagle, Idaho",Eagle,mens golf,texas_am
211,Walker Lee,"Houston, Texas",N/A,mens golf,texas_am
212,Max Miller,"College Station, Texas",A&M Consolidated,mens golf,texas_am
213,Andrew Paysse,"Temple, Texas",Belton HS,mens golf,texas_am
214,Chandler Phillips,"Huntsville, Texas",Huntsville,mens golf,texas_am
215,Reese Ramsey,"Austin, Texas",Westlake,mens golf,texas_am
216,Brandon  Smith,"Frisco, Texas",Frisco,mens golf,texas_am
217,Brock Bonetti,"Bakersfield, Calif.",Stockdale,mens swimming,texas_am
218,Mauro Castillo,"Zacatecas, Mexico",Universidad Autonoma de Zacatecas Preparatoria Plantel #4,mens swimming,texas_am
219,Nathan Cootes,"Austin, Texas",Bowie,mens swimming,texas_am
220,Jake Gibbons,"Jacksonville, Fla.",The Bolles School,mens swimming,texas_am
221,Mateo Gonzalez,"Torreon, Mexico",The Sagewood School,mens swimming,texas_am
222,Tyler Henschel,"Sherwood Park, Alberta",Vimy Ridge Academy,mens swimming,texas_am
223,Gus Karau,"Southlake, Texas",Carroll Senior,mens swimming,texas_am
224,Cameron Kerr,"League City, Texas",Clear Falls,mens swimming,texas_am
225,Anthony Kim,"Albuquerque, N.M.",Albuquerque Academy,mens swimming,texas_am
226,Adam Koster,"Trophy Club, Texas",Byron Nelson,mens swimming,texas_am
227,Skylar Lake,"Shepherd, Texas",UT at Austin HS,mens swimming,texas_am
228,Connor Long,"Charlotte, N.C.",Ardery Kell,mens swimming,texas_am
229,Angel Martinez,"San Nicolás de los Garza, Mexico",Universidad Autónoma de Nuevo León,mens swimming,texas_am
230,Kurtis Mathews,"Albury, Australia",Brisbane Bayside,mens swimming,texas_am
231,Clay McAnany,"San Antonio, Texas",Ronald Reagan,mens swimming,texas_am
232,Justin Morey,"Houston, Texas",St. Peters Lutheran,mens swimming,texas_am
233,Sean Morey,"Cypress, Texas",Cy Ranch,mens swimming,texas_am
234,Duncan Mulleady,"Flower Mound, Texas",Marcus,mens swimming,texas_am
235,Tanner Olson,"Saugus, Calif.",Saugus,mens swimming,texas_am
236,Steven Richardson,"Humble, Texas",Home School,mens swimming,texas_am
237,Felipe Rizzo,"Curitiba, Brazil",Pontifícia Universidade Católica do Paraná,mens swimming,texas_am
238,Hudson Smith,"Brenham, Texas",Brenham,mens swimming,texas_am
239,Mike Thibert,"Mansfield, Texas",Mansfield,mens swimming,texas_am
240,Sam Thornton,"Baildon, United Kingdom",Woodhouse Grove School,mens swimming,texas_am
241,Raiz Tjon-a-joe,"Paramaribo, Suriname","Westlake Prep [Davie, Fla.]",mens swimming,texas_am
242,Jonathan Tybur,"The Woodlands, Texas",College Park,mens swimming,texas_am
243,Austin Van Overdam,"Houston, Texas",Langham Creek,mens swimming,texas_am
244,Ben Walker,"The Woodlands, Texas",Concordia Lutheran,mens swimming,texas_am
245,Jerik Wong,"Flower Mound, Texas",Flower Mound,mens swimming,texas_am
246,Haley Allen,"MIdland, Texas",Midland Christian,womens swimming,texas_am
247,Kaley Batten,"Conroe, Texas",Willis,womens swimming,texas_am
248,Anna Belousova,N/A,Willis,womens swimming,texas_am
249,Lisa Bratton,"Richland, Wash.",Delta,womens swimming,texas_am
250,Alexandra Buscher,"Houston, Texas",Memorial,womens swimming,texas_am
251,Charlye Campbell,"Midland, Texas",Midland,womens swimming,texas_am
252,Jorie Caneta,"Bakersfield, Calif.",Frontier,womens swimming,texas_am
253,McKenna DeBever,"Denver, Colo.",Regis Jesuit,womens swimming,texas_am
254,Kara  Eisenmann,"Lewisville, Texas",Lewisville,womens swimming,texas_am
255,Raena Eldridge,"Rockwall, Texas",Rockwall,womens swimming,texas_am
256,Joy Field,"Magnolia, Texas",Magnolia,womens swimming,texas_am
257,Tiffany Futscher,"Irving, Texas",Ursuline Academy,womens swimming,texas_am
258,Bethany Galat,"Mishawaka, Ind.",Penn,womens swimming,texas_am
259,Béryl Gastaldello,"Miramas, France",Académie de Nice,womens swimming,texas_am
260,Esther Gonzalez,"Torreon, Mexico",Ross Sheppard,womens swimming,texas_am
261,Monika Gonzalez-Hermosillo,"Mexico City, Mexico","Alexander von Humboldt German Int'l School [Montréal, Québec]",womens swimming,texas_am
262,Dorothy Halmy,"Shenandoah, Texas",College Park,womens swimming,texas_am
263,Karling Hemstreet,"Cedar Park, Texas",Vista Ridge,womens swimming,texas_am
264,Alaïs Kalonji,"Rennes, France",Lycée Saint-Vincent,womens swimming,texas_am
265,Kristin Malone,"Milwaukee, Wis.",Shorewood,womens swimming,texas_am
266,Audrey McMurry,"Keller, Texas",Keller,womens swimming,texas_am
267,Sara Metzsch,"Hillsboro, Ore.",Century,womens swimming,texas_am
268,Amy Miller,"Baton Rouge, La.",St. Joseph's Academy,womens swimming,texas_am
269,Caitlynn Moon,"DeKalb, Ill.",Home School,womens swimming,texas_am
270,Laura Norman,"Keller, Texas",Keller,womens swimming,texas_am
271,Sydney Pickrem,"Dunedin, Fla.",East Lake,womens swimming,texas_am
272,Taylor Pike,"Bentonville, Ark.",Bentonville,womens swimming,texas_am
273,Katie Portz,"Ann Arbor, Mich.",Skyline,womens swimming,texas_am
274,Jing Wen Quah,N/A,Skyline,womens swimming,texas_am
275,Claire Rasmus,"New Orleans, La.",The Bolles School,womens swimming,texas_am
276,Victoria Roubique,"Cypress, Texas",Cy Ranch,womens swimming,texas_am
277,Golf Sapianchai,"Samut Prakan, Thailand",UWC Thailand,womens swimming,texas_am
278,Samantha Siebenaller,"Germantown, Wis.",Germantown,womens swimming,texas_am
279,Kaja Skrzek,"Rzeszow, Poland",IV Liceum Ogólnoksztalcace,womens swimming,texas_am
280,Jessica Sloan,"Magnolia, Texas",Magnolia West,womens swimming,texas_am
281,Camryn Toney,"Frisco, Texas",Spring Creek Academy,womens swimming,texas_am
282,Harper Walding,"Montgomery, Texas",Montgomery,womens swimming,texas_am
283,Haley Yelle,"Mansfield, Texas",Mansfield Legacy,womens swimming,texas_am
284,Juan Carlos Aguilar,"La Paz, Bolivia",N/A,mens tennis,texas_am
285,Jordi Arconada,"Buenos Aires, Argentina",N/A,mens tennis,texas_am
286,AJ Catanzariti,"Pittsburgh, Pa.",Laurel Springs HS,mens tennis,texas_am
287,Pranav Kumar,"Plano, Texas",Lakes Tennis Academy,mens tennis,texas_am
288,Patrick Kypson,"Raleigh, N.C.",K12 International Academy,mens tennis,texas_am
289,Kevin Lam,"Irvine, Calif.",Dent Tennis Academy,mens tennis,texas_am
290,Arthur Rinderknech,"Paris, France",Lycée Sonia Delaunay,mens tennis,texas_am
291,Barnaby Smith,"High Wycombe, Great Britain",Reeds School,mens tennis,texas_am
292,Valentin Vacherot,"Roquebrune-Cap-Martin, France",Lycée Albert Ier,mens tennis,texas_am
293,Dorthea Faa-Hviding,"Stavanger, Norway",St. Svithun VGS,womens tennis,texas_am
294,Domenica Gonzalez,"Guayaquil, Ecuador",Colegio Pert,womens tennis,texas_am
295,Iulia Ivascu,"Bucharest, Romania",N/A,womens tennis,texas_am
296,Tatiana Makarova,"Moscow, Russia",N/A,womens tennis,texas_am
297,Riley McQuaid,"Tustin, Calif.",N/A,womens tennis,texas_am
298,Macarena Olivares,"Santiago, Chile",San Juan de las Condes,womens tennis,texas_am
299,Eva Paalma,"Tallinn, Estonia",Tallinn Secondary Science School,womens tennis,texas_am
300,Matthew Abrahams,"Houston, Texas",Kingwood,mens track,texas_am
301,Jon Bishop,"College Station, Texas",College Station,mens track,texas_am
302,Johnathon Blaine,"Las Vegas, Nevada",Shadow Ridge,mens track,texas_am
303,Joshua Brown,"Schulenburg, Texas",Schulenburg,mens track,texas_am
304,Eli Canal,"Southlake, Texas",Southlake Carroll,mens track,texas_am
305,Ian Cazares,"Houston, Texas",Cypress Lakes,mens track,texas_am
306,Blake Chiuminetta,"Cedar Park, Texas",Dripping Springs,mens track,texas_am
307,Taylor Clayton,"Decatur, Texas",Decatur,mens track,texas_am
308,Jace Comick,"Humble, Texas",Atascocita,mens track,texas_am
309,Austin Cook,"New London, Texas",Overton,mens track,texas_am
310,Garrett Cragin,"Friendswood, Texas",Friendswood,mens track,texas_am
311,Jackson Davis,"Houston, Texas",George Ranch,mens track,texas_am
312,Bryce Deadmon,"Missouri City, Texas",Ridge Point,mens track,texas_am
313,Devin Dixon,"McDonough, Georgia",Eagle's Landing,mens track,texas_am
314,JaQwae Ellison,"Georgetown, Texas",Georgetown,mens track,texas_am
315,Nicko Enochs,"The Woodlands, Texas",The Woodlands,mens track,texas_am
316,Sam Erickson,"Powderly, Texas",Paris North Lamar,mens track,texas_am
317,Logan Freeman,"Watauga, Texas",Keller Central,mens track,texas_am
318,Raymond Gonzales,"San Antonio, Texas",Converse Judson,mens track,texas_am
319,Brody Gowing,"Houston, Texas",Klein,mens track,texas_am
320,Robert Grant,"Phoenix, Arizona",Brophy College Prep,mens track,texas_am
321,K.J. Grimes,"College Station, Texas",College Station,mens track,texas_am
322,Tyler Guillory,"Houston, Texas",Cypress Falls,mens track,texas_am
323,Sam Hardin,"Gainesville, Florida",Auburn [Ala.] HS,mens track,texas_am
324,Tyler Hart,"Richmond, Texas",Ft. Bend Christian,mens track,texas_am
325,Efrain Hernandez,"Killeen, Texas",Ellison,mens track,texas_am
326,Nathan Hite,"Bellville, Texas",Southwest Christian Academy,mens track,texas_am
327,Ilolo Izu,"Arlington, Texas",Strake Jesuit College Prep,mens track,texas_am
328,Jordan Johnson,"Houston, Texas",Cypress Woods,mens track,texas_am
329,Kyree Johnson,"Huntington Station, New York",Huntington,mens track,texas_am
330,Avery Jones,"San Antonio, Texas",FEAST,mens track,texas_am
331,Mylik Kerley,"Taylor, Texas",Taylor,mens track,texas_am
332,John Kyriazis,"Athens, Greece",American Community Schools,mens track,texas_am
333,Hunter Madore,"Magnolia, Texas",The Woodlands,mens track,texas_am
334,Landon Malouf,"Houston, Texas",St. Thomas,mens track,texas_am
335,Zach Martin,"San Antonio, Texas",Reagan,mens track,texas_am
336,Ryan Mehl,"Carrolton, Texas",Dallas Jesuit,mens track,texas_am
337,Gabriel Oladipo,"Missouri City, Texas",Fort Bend Hightower,mens track,texas_am
338,Carlton Orange,"Memphis, Tennessee",University HS,mens track,texas_am
339,Seth Page,"Missouri City, Texas",Fort Bend Elkins,mens track,texas_am
340,Jacob Perry,"Sanger, Texas",Sanger,mens track,texas_am
341,William Petersson,"Frisco, Texas",Frisco Centennial,mens track,texas_am
342,Joel Potter,"Keller, Texas",Keller,mens track,texas_am
343,Brandt Preston,"Ingleside, Texas",Ingleside,mens track,texas_am
344,Chandler Rathke,"Fulshear, Texas",Katy Seven Lakes,mens track,texas_am
345,Alex Riba,"O'Fallon, Illinois",O'Fallon Township,mens track,texas_am
346,Richard Rose,"Queens, New York",Boys & Girls,mens track,texas_am
347,Zephyr Seagraves,"College Station, Texas",College Station,mens track,texas_am
348,Orlando Smith,"St. Elizabeth, Jamaica",St. Elizabeth Technical,mens track,texas_am
349,DeWitt Thomas,"Kingwood, Texas",Kingwood,mens track,texas_am
350,Harrison Tillman,"Aledo, Texas",Aledo,mens track,texas_am
351,David Torkington,"Keller, Texas",Keller Central,mens track,texas_am
352,Tahar Triki,"Constatine, Algeria",N/A,mens track,texas_am
353,Infinite Tucker,"Huntington, New York",Huntington,mens track,texas_am
354,Cameron Villarreal,"Arlington, Texas",Martin,mens track,texas_am
355,Alstian Walker,"Papillion, Nebraska",N/A,mens track,texas_am
356,Austin Warren,"Flower Mound, Texas",Lewisville,mens track,texas_am
357,Will Williams,"Chicago, Illinois",Bloom Township,mens track,texas_am
358,Jacob Wooten,"Tomball, Texas",Tomball Memorial,mens track,texas_am
359,Audie Wyatt,"Huntsville, Texas",Huntsville,mens track,texas_am
360,Colby Zamzow,"Goliad, Texas",Goliad,mens track,texas_am
361,Olivia Arriaza,"Southlake, Texas",Southlake Carroll,womens track,texas_am
362,Lauryn Barrientos,"Forney, Texas",Forney,womens track,texas_am
363,Rachel Bernardo,"College Station, Texas",A&M Consolidated,womens track,texas_am
364,Rebecca Bonta,"Houston, Texas",Cypress Fairbanks,womens track,texas_am
365,Valarie Bradley,"Plano, Texas",Plano West,womens track,texas_am
366,Lajarvia Brown,"Alton, Illinois",Alton,womens track,texas_am
367,Serena Brown,"New Providence, Bahamas",St. Augustine's,womens track,texas_am
368,Shaina Burns,"Lakeville, Minnesota",Lakeville South,womens track,texas_am
