,name,hometown,high school?,sport,college
44,Nick Lackney,"Whitefish Bay, Wis.",Whitefish                                            Bay,baseball,minnesota
45,Sam Bridges,"South St. Paul, Minn.",South St. Paul                                            Secondary,baseball,minnesota
46,Jack Wassel,"Geneva, Ill.",Geneva,baseball,minnesota
47,Bubba Horton,"Corcoran, Minn.",Maple Grove,baseball,minnesota
48,Sam Thoresen,"Minnetonka, Minn.",Minnetonka,baseball,minnesota
49,Reggie Meyer,"New Brighton, Minn.",Totino-Grace,baseball,minnesota
50,Joshua Culliver,"Omaha, Neb.",Creighton                                            Preparatory,baseball,minnesota
51,Jackson Rose,"Omaha, Neb.",Westside,baseball,minnesota
52,Jake Stevenson,"Waconia, Minn.",Waconia,baseball,minnesota
53,Fred Manke,"Lodi, Wis.",Lodi,baseball,minnesota
54,Jeff Fasching,"St. Cloud, Minn.",Cathedral,baseball,minnesota
55,Ryan Duffy,"South St. Paul, Minn.",South St. Paul,baseball,minnesota
56,Jacob Herbers,"Battle Creek, Mich.",Lakeview,baseball,minnesota
57,Rodney Smith,"Jonesboro, Ga.",Mundy's Mill,football,minnesota
58,Jacob Huff,"Bolingbrook, Ill.",Bolingbrook,football,minnesota
59,Tanner Morgan,"Union, Ky.",Ryle,football,minnesota
60,Chris Autman-Bell,"Kankakee, Ill.",Bishop McNamara,football,minnesota
61,Jerry Gibson,"Theodore, Ala.",Theodore,football,minnesota
62,Shannon Brooks,"Austell, Ga.",Pickens,football,minnesota
63,Terell Smith,"Snellville, Ga.",South Gwinnett,football,minnesota
64,Zack Annexstad,"Norseland, Minn.",IMG Academy,football,minnesota
65,Trenton Guthrie,"Northville, Mich.",Northville,football,minnesota
66,Tyler Johnson,"Minneapolis, Minn.",North,football,minnesota
67,Chris Williamson,"Atlanta, Ga.",Gainesville,football,minnesota
68,Rey Estes,"East St. Louis, Ill.",East St. Louis,football,minnesota
69,Nolan Edmonds,"Alpharetta, Ga.",Alpharetta,football,minnesota
70,Esezi Otomewo,"Indianapolis, Ind.",Ben Davis,football,minnesota
71,Jornell Manns,"Mansfield, Ohio",Mansfield Senior,football,minnesota
72,Antoine Winfield Jr.,"The Woodlands, Texas",The Woodlands,football,minnesota
73,Tai'yon Devers,"Pompano Beach, Fla.",Blanche Ely,football,minnesota
74,Rashod Bateman,"Tifton, Ga.",Tift County,football,minnesota
75,Casey O'Brien,"Saint Paul, Minn.",Cretin-Derham Hall,football,minnesota
76,Braelen Oliver,"Douglasville, Ga.",Douglas County,football,minnesota
77,CJ Smith,"Jacksonville, Fla.",Fletcher,football,minnesota
78,Coney Durr,"Baton Rouge, La.",Dutchtown,football,minnesota
79,Jon Santaga,"Green Bay, Wis.",Notre Dame De La Baie                                            Academy,football,minnesota
80,Josh Aune,"St. Paul, Minn.",Highland Park,football,minnesota
81,Seth Green,"Woodbury, Minn.",Allen,football,minnesota
82,Clay Geary,"Lakeville, Minn.",Lakeville South,football,minnesota
83,Gary Moore,"Mobile, Ala.",Murphy,football,minnesota
84,Samuel Pickerign,"Alpharetta, Ga.",Minnehaha                                            Academy,football,minnesota
85,Julian Huff,"Bolingbrook, Ill.",Bolingbrook,football,minnesota
86,Kamal Martin,"Burnsville, Minn.",Burnsville,football,minnesota
87,Bryce Williams,"Sarasota, Fla.",Cardinal Mooney,football,minnesota
88,Benny Sapp III,"Fort Lauderdale, Fla.",Eden Prairie,football,minnesota
89,Mohamed Ibrahim,"Olney, Md.",Our Lady of Good Counsel,football,minnesota
90,Bishop McDonald,"Oakdale, Minn.",North St. Paul,football,minnesota
91,Phillip Howard,"Minneapolis, Minn.",Robbinsdale Cooper,football,minnesota
92,Payton Jordahl,"Perham, Minn.",Perham,football,minnesota
93,Justus Harris,"Roswell, Ga.",Roswell,football,minnesota
94,True Thompson,"Plymouth, Minn.",Robbinsdale Armstrong,football,minnesota
95,Paul Gossage,"Mokena, Ill.",Lincoln-Way East,football,minnesota
96,Calvin Swenson,"Kaukauna, Wis.",Kaukauna,football,minnesota
97,Jonathan Femi-Cole,"Vaughan, Ontario, Canada",St. Andrew's College,football,minnesota
98,Thomas Rush,"Marysville, Ohio",Marysville,football,minnesota
99,Jack Leius,"Plymouth, Minn.",Robbinsdale Armstrong,football,minnesota
100,Alex Reigelsperger,"Dayton, Ohio",Wayne,football,minnesota
101,Dominik London,"Woodbury, Minn.",East Ridge,football,minnesota
102,Kiondre Thomas,"Fort Smith, Ark.",Northside,football,minnesota
103,Joe Russell,"Shoreview, Minn.",Totino-Grace,football,minnesota
104,Jordan Howden,"Las Vegas, Nev.",Desert Pines,football,minnesota
105,Grant Ryerse,"Woodbury, Minn.",East Ridge,football,minnesota
106,Antonio Shenault,"Roselle, Ill.",Lake Park,football,minnesota
107,Brock Walker,"Sioux Falls, S.D.",Washington,football,minnesota
108,Danny Anderson,"Eden Prairie, Minn.",Eden Prairie,football,minnesota
109,Blake Cashman,"Eden Prairie, Minn.",Eden Prairie,football,minnesota
110,John Mack,"Hartland, Wis.",Arrowhead,football,minnesota
111,Emmit Carpenter,"Green Bay, Wis.",Ashwaubenon,football,minnesota
112,Preston Jelen,"Prior Lake, Minn.",Prior Lake,football,minnesota
113,Michael Vojvodich,"Annandale, Va",Woodson,football,minnesota
114,Alex Strazzanti,"Chaska, Minn.",Chaska,football,minnesota
115,Thomas Barber,"Plymouth, Minn.",Robbinsdale Armstrong,football,minnesota
116,Ko Kieft,"Sioux Center, Iowa",Sioux Center,football,minnesota
117,Bailey Schoenfelder,"Huron, S.D.",Huron,football,minnesota
118,Colton Beebe,"Kansas City, Kan.",Piper,football,minnesota
119,Carter Coughlin,"Eden Prairie, Minn.",Eden Prairie,football,minnesota
120,Winston DeLattiboudere,"Baltimore, Md.",Howard,football,minnesota
121,Alex Melvin,"Burnet, Texas",Burnet,football,minnesota
122,Jacob Herbers,"Battle Creek, Mich.",Lakeview,football,minnesota
123,Curtis Dunlap Jr.,"Jacksonville, Fla.",IMG Academy,football,minnesota
124,Elijah Teague,"South Holland, Ill.",Marist,football,minnesota
125,Owen Piche,N/A,N/A,football,minnesota
126,Mariano Sori-Marin,"Mokena, Ill.",Providence Catholic,football,minnesota
127,Ty Barron,"Minnetonka, Minn.",Minnetonka,football,minnesota
128,Quinn Oseland,"Springfield, Ill.",Sacred Heart Griffin,football,minnesota
129,Micah Roane,"Chaska, Minn.",Chaska,football,minnesota
130,John Michael Schmitz,"Flossmoor, Ill.",Homewood-Flossmoor,football,minnesota
131,Bronson Dovich,"Chaska, Minn.",Chaska,football,minnesota
132,Jared Weyler,"Dayton, Ohio",Centerville,football,minnesota
133,Austin Beier,"Toledo, Ohio",St. John's,football,minnesota
134,Conner Olson,"Monticello, Minn.",Monticello,football,minnesota
135,Axel Ruschmeyer,"Hutchinson, Minn.",Holy Family Catholic,football,minnesota
136,Nathan Boe,"Lakeville, Minn.",Lakeville North,football,minnesota
137,Jack Kern,"Eau Claire, Wis.",Eau Claire Memorial,football,minnesota
138,Boye Mafe,"Minnetonka, Minn.",Hopkins,football,minnesota
139,Sam Schlueter,"Victoria, Minn.",Mayer Lutheran,football,minnesota
140,Ben Davis,"Elk Grove, Calif.",Elk Grove,football,minnesota
141,Donnell Greene,"Marietta, Ga.",Kell,football,minnesota
142,Grant Norton,"Camdenton, Mo.",Camdenton,football,minnesota
143,Malcolm Robinson,"Massillon, Ohio",Washington,football,minnesota
144,Kyle Sassack,"Pontiac, Mich.",Notre Dame Prep,football,minnesota
145,Jack York,"Dallas, Texas",First Baptist Academy,football,minnesota
146,Blaise Andries,"Marshall, Minn.",Marshall,football,minnesota
147,Daniel Faalele,"Melbourne, Australia",IMG Academy                                      Academy,football,minnesota
148,Jason Dickson,"Corona, Calif.",Vallejo,football,minnesota
149,Jake Paulson,"Louisville, Ky.",Christian                                            Academy,football,minnesota
150,Brock Annexstad,"Norseland, Minn.",IMG Academy,football,minnesota
151,Demetrius Douglas,"Portland, Ore.",Jesuit,football,minnesota
152,Harry Van Dyne,"Stilwell, Kan.",Blue Valley,football,minnesota
153,Erik Gibson,"Detroit, Mich.",Martin Luther King,football,minnesota
154,Bryce Witham,"Grand Rapids, Mich.",West Catholic,football,minnesota
155,Clayton Witherspoon,"Eden Prairie, Minn.",Eden Prairie,football,minnesota
156,Nate Umlor,"Allendale, Mich.",Allendale,football,minnesota
157,Yale Van                                            Dyne,"Overland Park, Kan.",Bishop Miege,football,minnesota
158,Brevyn Spann-Ford,"St. Cloud, Minn.",St. Cloud Technical Senior,football,minnesota
159,Matt Morse,"Apple Valley, Minn.",Apple Valley,football,minnesota
160,Sam Renner,"Maple Grove, Minn.",Maple Grove Senior,football,minnesota
161,Noah Hickcox,"Rockford, Ill.",Boylan Central Catholic,football,minnesota
162,Mayan Ahanotu,"Tampa, Fla.",Berkeley Prep,football,minnesota
163,Connor Novak-Goar,"Eden Prairie, Minn.",Eden Prairie,football,minnesota
164,Abi N-Okonji,"Snellville, Ga.",South Gwinnett,football,minnesota
165,Victor White,"St. Paul, Minn.",Irondale,football,minnesota
166,Nathan Bursch,"Woodbury, Minn.",Woodbury,football,minnesota
167,Royal Silver,"Cedar Rapids, Iowa",Washington,football,minnesota
168,Max Janes,"Shoreview, Minn.",Mounds View,football,minnesota
169,O.J. Smith,"Bossier City, La.",Airline,football,minnesota
170,Ana Aguado,"Plymouth, Minn.",Robbinsdale Armstrong HS,womens soccer,minnesota
171,Maddie Nielsen,"Shoreline, Wash.",King's HS,womens soccer,minnesota
172,Makenzie Langdok,"Saint Michael, Minn.",St. Michael-Albertville HS,womens soccer,minnesota
173,Delaney Stekr,"Omaha, Nebraska",Marian HS                                    School,womens soccer,minnesota
174,Emily Peterson,"Prior Lake, Minn.",Prior Lake HS,womens soccer,minnesota
175,TJ McKendrick,"Highland, Utah",Lone Peak HS,womens soccer,minnesota
176,Molly Fiedler,"Eagan, Minn.",St. Paul Academy,womens soccer,minnesota
177,Patricia Ward,"Newport News, Virginia",Warwick HS,womens soccer,minnesota
178,Catherine Billings,"Sandy, Utah",Juan Diego Catholic HS,womens soccer,minnesota
179,Maddie Castro,"Cottage Grove, Minn.",Park HS,womens soccer,minnesota
180,Emily Heslin,"Woodbury, Minn.",Hill-Murray HS,womens soccer,minnesota
181,Arianna Del Moral,"Brooklyn Park, Minn.",Totino Grace HS,womens soccer,minnesota
182,Nikki Albrecht,"Cedarburg, Wis.",Cedarburg HS,womens soccer,minnesota
183,Lydia Ruppert,"Minneapolis, Minn.",Minneapolis Washburn HS,womens soccer,minnesota
184,McKenna Buisman,"Mankato, Minn.",Mankato West HS,womens soccer,minnesota
185,Megan Gray,"Ankeny, Iowa",Ankeny Centennial,womens soccer,minnesota
186,Celina Nummerdor,"Juneau, Wis.",Mountain Top Christian Academy,womens soccer,minnesota
187,Athena Kuehn,"Colorado Springs, Colo.",Pine Creek HS,womens soccer,minnesota
188,April Bockin,"Eden Prairie, Minn.",Eden Prairie HS,womens soccer,minnesota
189,Haley Mennes,"McLean, Virginia",McLean HS,womens soccer,minnesota
190,Alana Dressely,"Cottage Grove, Minn.",Hill-Murray HS,womens soccer,minnesota
191,Marisa Windingstad,"Omaha, Neb.",Millard North HS,womens soccer,minnesota
192,Haley Hartkemeyer,"Eau Claire, Wis.",Eau Claire Memorial,womens soccer,minnesota
193,Hamza Ali,"Minneapolis, Minn.",Washburn,mens cross country,minnesota
194,Obsa Ali,"Richfield, Minn.",Richfield,mens cross country,minnesota
195,Alec Basten,"Green Bay, Wis.",Green Bay                                            Southwest,mens cross country,minnesota
196,Sam Carlson,"Bemidji, Minn.",Bemidji,mens cross country,minnesota
197,Joey Duerr,"Chaska, Minn.",Chaska,mens cross country,minnesota
198,Evan Ferlic,"Roseville, Minn.",Mounds Park                                            Academy,mens cross country,minnesota
199,Owen Hoeft,"Golden Valley, Minn.",Hopkins,mens cross country,minnesota
200,Charlie Lawrence,"Foley, Minn.",Foley,mens cross country,minnesota
201,Hunter Lucas,"Fargo, N.D.",Fargo Davies,mens cross country,minnesota
202,Jordan MacIntosh,"Thunder Bay, Ontario",Hammarskjold,mens cross country,minnesota
203,Jack Manderscheid,"Edina, Minn.",Edina,mens cross country,minnesota
204,Joe Morrison,"Poughquag, N.Y.",Arlington,mens cross country,minnesota
205,Connor Olson,"Maple Grove, Minn.",Wayzata,mens cross country,minnesota
206,Alex Plasencia,"Shoreview, Minn.",Mounds View,mens cross country,minnesota
207,Nick Rink,"Appleton, Wis.",Kimberly,mens cross country,minnesota
208,Patrick Roos,"Edina, Minn.",Edina,mens cross country,minnesota
209,Hunter Staack,"Hopkins, Minn.",Hopkins,mens cross country,minnesota
210,Shane Streich,"Janesville, Minn.",Waseca,mens cross country,minnesota
211,Robert Wagner,"Pewaukee, Wis.",Pewaukee,mens cross country,minnesota
212,Derek Wiebke,"Kasson, Minn.",Kasson-Mantorville,mens cross country,minnesota
213,Courtney Alama,"Annandale, Minn.",Annandale HS,womens cross country,minnesota
214,Sam Baer,"St. Louis Park, Minn.",St. Louis Park HS,womens cross country,minnesota
215,Amelia Barczi,"Madison, Wis.",Madison West HS,womens cross country,minnesota
216,Emily Betz,"Woodbury, Minn.",East Ridge HS,womens cross country,minnesota
217,Emily Castanias,"Chanhassen, Minn.",Chanhassen HS,womens cross country,minnesota
218,Jenna Conzemius,"Hastings, Minn.",Cretin-Derham Hall,womens cross country,minnesota
219,Carissa Dock,"Waconia, Minn.",Waconia HS,womens cross country,minnesota
220,Maria Eastman,"Victoria, Minn.",Holy Family Catholic HS,womens cross country,minnesota
221,Molly Eastman,"Victoria, Minn.",Holy Family Catholic HS,womens cross country,minnesota
222,Delaney FitzPatrick,"Minocqua, Wis.",Lakeland Union HS,womens cross country,minnesota
223,Lindsey Greenlund,"Rochester, Minn.",Rochester Mayo HS,womens cross country,minnesota
224,Bethany Hasz,"Alexandria, Minn.",Alexandria Area HS,womens cross country,minnesota
225,Megan Hasz,"Alexandria, Minn.",Alexandria Area HS,womens cross country,minnesota
226,Olivia Hummel,"Woodbury, Minn.",East Ridge HS,womens cross country,minnesota
227,Abby Kargol,"Downers Grove, Ill.",Downers Grove South HS,womens cross country,minnesota
228,Bit Klecker,"Hopkins, Minn.",Hopkins HS,womens cross country,minnesota
229,Sarah Klecker,"Hopkins, Minn.",Hopkins HS,womens cross country,minnesota
230,Abby Kohut-Jackson,"Huxley, Iowa",Ballard HS,womens cross country,minnesota
231,Anastasia Korzenowski,"Chanhassen, Minn.",Chanhassen HS,womens cross country,minnesota
232,Abby Lange,"Stillwater, Minn.",Stillwater HS,womens cross country,minnesota
233,Titania Markland,"St. Mary, Jamaica",St. Mary HS,womens cross country,minnesota
234,Zetta Mason,"Boulder, Colo.",Fairview HS,womens cross country,minnesota
235,Liz Miller,"Watertown, Minn.",Watertown-Mayer HS,womens cross country,minnesota
236,Bailey Ness,"Woodbury, Minn.",East Ridge HS,womens cross country,minnesota
237,Patty O'Brien,"Maplewood, Minn.",North St. Paul HS,womens cross country,minnesota
238,Paige Peschel,"Westfield, Wis.",Westfield Area HS,womens cross country,minnesota
239,Elyse Prescott,"Urbandale, Iowa",Urbandale HS,womens cross country,minnesota
240,Samantha Prouty,"White Bear Lake, Minn.",White Bear Lake HS,womens cross country,minnesota
241,Haley Rasmussen,"Chaska, Minn.",Chaska HS,womens cross country,minnesota
242,Molly Roach,"Bloomington, Minn.",Bloomington Jefferson HS,womens cross country,minnesota
243,Kelsey Sather,"Plymouth, Minn.",Robbinsdale Armstrong HS,womens cross country,minnesota
244,Kelli Schmidt,"Wilmette, Ill.",New Trier HS,womens cross country,minnesota
245,Sophie Schmitz,"Willmar, Minn.",Willmar Senior HS,womens cross country,minnesota
246,Ally Smith,"McFarland, Wis.",McFarland HS,womens cross country,minnesota
247,Madeline Strandemo,"Fargo, N.D.",Fargo South HS,womens cross country,minnesota
248,Tate Sweeney,"Edina, Minn.",Edina HS,womens cross country,minnesota
249,Jaycie Thomsen,"Maple Grove, Minn.",Wayzata HS,womens cross country,minnesota
250,Sarah Werking,"Elm Grove, Wis.",Brookfield East HS,womens cross country,minnesota
251,Rachel Wians,"Middleton, Wis.",Middleton HS,womens cross country,minnesota
252,Rúnar Arnorsson,"Hafnarfjörður, Iceland",Flensborg,mens golf,minnesota
253,Charlie Duensing,"Sandy, Utah",Brighton,mens golf,minnesota
254,Campbell Fisher,"Eatonton, Ga.",Lambert,mens golf,minnesota
255,Angus Flanagan,"Woking, England",N/A,mens golf,minnesota
256,Ben Frazzini,"Medina, Minn.",Wayzata,mens golf,minnesota
257,Riley Johnson,"Fargo, N.D.",West Fargo,mens golf,minnesota
258,Peter Jones,"Owatonna, Minn.",Owatonna,mens golf,minnesota
259,Evan Long,"New Castle, Pa.",Laurel,mens golf,minnesota
260,Thomas Longbella,"Chippewa Falls, Wis.",McDonnell                                            Central Catholic,mens golf,minnesota
261,Gus Minkin,"York, Pa.",Central York,mens golf,minnesota
262,Reece Sanders,"Deephaven, Minn.",Blake,mens golf,minnesota
263,Alex Uloth,"Burnsville, Minn.",Burnsville,mens golf,minnesota
264,Joanne Free,"Gullane, Scotland",Ross,womens golf,minnesota
265,Maggie Heggerston,"Pequot Lakes, Minn.",Pequot                                            Lakes,womens golf,minnesota
266,Grace Kellar,"Edina, Minn.",Edina,womens golf,minnesota
267,Jessica Lee,"Hinsdale, Ill.",Hinsdale Central,womens golf,minnesota
268,Kate Lillie,"St. Charles, Ill.",St. Charles                                            North,womens golf,minnesota
269,Christine Portillo,"Eden Prairie, Minn.",Edina,womens golf,minnesota
270,Muyu Wu,"Hangzhou, China",Huangshan,womens golf,minnesota
271,Tommy Barr,"Chicago, Ill.",Loyola Academy,mens swimming,minnesota
272,Bowen Becker,"Las Vegas, Nev.",Faith Lutheran,mens swimming,minnesota
273,Cale Berkoff,"Missoula, Mont.",Hellgate HS,mens swimming,minnesota
274,Nic Chromey,"Alexandria, Minn.",Alexandria Area HS,mens swimming,minnesota
275,Aidan  Dillon,"Evanston, Ill.",Evanston Township HS,mens swimming,minnesota
276,Tom Donker,"Zutphen, Netherlands",N/A,mens swimming,minnesota
277,Aidan Dulaney,"Austin, Texas",Liberal Arts & Sciences Academy HS,mens swimming,minnesota
278,Kristian Hansen,"Hanover, N.H.",Hanover HS,mens swimming,minnesota
279,Brenner Hohenstein,"Maple Grove, Minn.",Maple Grove                                            HS,mens swimming,minnesota
280,Erik Hunter,"Mission Viejo, Calif.",Trabuco Hills                                            HS,mens swimming,minnesota
281,Adam Kapusta,"Valley Stream, NY",Valley Stream North HS,mens swimming,minnesota
282,Cameron Kelley,"Cedar Rapids, Iowa",Washington                                            HS,mens swimming,minnesota
283,Alan LeBlang,"Centennial, Colo.",Arapahoe HS,mens swimming,minnesota
284,Peter Lefebvre,"Minneapolis, Minn.",Minneapolis                                            Southwest HS,mens swimming,minnesota
285,Duncan Lester,"Boulder, Colo.",Fairview HS,mens swimming,minnesota
286,Max Lezer,"Rogers, MN",St. Michael-Albertville                                            HS,mens swimming,minnesota
287,Hayden Linscott,"Mission Hills, Kan.",Shawnee Mission                                            East HS,mens swimming,minnesota
288,Max McHugh,"Sturgeon Bay, Wisc.",Sevastopol HS,mens swimming,minnesota
289,Michael Messner,"Sunnyvale, Calif.",Bellarmine Prep                                            HS,mens swimming,minnesota
290,Jeremy Moser,"Milwaukee, Wis.",Nicolet HS,mens swimming,minnesota
291,Ryan Phillip,"Edina, Minn.",Edina HS,mens swimming,minnesota
292,Nick Plachinski,"Cedarburg, Wis.",Cedarburg HS,mens swimming,minnesota
293,Tuomas Pokkinen,"Espoo, Finland",Makelanrinteen                                            Lukio,mens swimming,minnesota
294,Jordan Portela,"Lawrence, Kan.",N/A,mens swimming,minnesota
295,Maxim Royzen,"Skokie, Ill.",Niles North HS,mens swimming,minnesota
296,Tim Sates,"Durban, South Africa",N/A,mens swimming,minnesota
297,Nick Saulnier,"Cedar Rapids, Iowa",Washington                                            HS,mens swimming,minnesota
298,Matthew Thomas,"Hollister, Calif.",Valley Christian                                            HS,mens swimming,minnesota
299,James Tidd,"Woodbury, Minn.",East Ridge HS,mens swimming,minnesota
300,Justin Torres,"Piscataway, N.J.",Saint Joseph                                            HS,mens swimming,minnesota
301,Kyle Van Niekerk,"Johannesburg, South Africa",N/A,mens swimming,minnesota
302,Aiden Werner,"Indianapolis, Ind.",Pike HS,mens swimming,minnesota
303,Nick Yang,"Chao Hu, China",N/A,mens swimming,minnesota
304,Evan Yoder,"Lawrence, Kan.",N/A,mens swimming,minnesota
305,Eitan Yudashkin,"Kiryat Motzkin, Israel",N/A,mens swimming,minnesota
306,Zoe Avestruz,"Chaska, Minn.",Chanhassen HS,womens swimming,minnesota
307,Sarah Bacon,"Indianapolis, Ind.",Cardinal Ritter                                            HS,womens swimming,minnesota
308,Emily  Baude,"Maplewood, Minn.",North HS,womens swimming,minnesota
309,Dani Bergeson,"Bismarck, N.D.",Century HS,womens swimming,minnesota
310,Olivia  Bloomer,"Madison, Wis.",James Madison Memorial HS,womens swimming,minnesota
311,Erin Buck,"Maple Grove, Minn.",Maple Grove                                            HS,womens swimming,minnesota
312,Tara Chapman,"Lino Lakes, Minn.",Centennial HS,womens swimming,minnesota
313,Nicki Ciavarella,"Valley Cottage, N.Y.",NYACK HS,womens swimming,minnesota
314,Emily  Cook,"Portland, Ore.",Jesuit HS,womens swimming,minnesota
315,Jenelle Crozier,"Littleton, Colo.",Chatfield HS,womens swimming,minnesota
316,Abbey Erwin,"Boise, Idaho",Boise HS,womens swimming,minnesota
317,Xiao Fu,"Qingdao, China",N/A,womens swimming,minnesota
318,Kaia Grobe,"Victoria, Minn.",Chanhassen HS,womens swimming,minnesota
319,Kristen Hayden,"Hillsborough, N.J.",Panther Creek                                            HS,womens swimming,minnesota
320,Emma Hepper,"Bismarck, N.D.",St. Mary's Central                                            HS,womens swimming,minnesota
321,Brittany Horn,"Appleton, Wis.",Appleton North                                            HS,womens swimming,minnesota
322,Olivia Johnston,"Rosemount, Minn.",Rosemount HS,womens swimming,minnesota
323,Morgan Justus,"Grand Rapids, Minn.",Grand Rapids                                            HS,womens swimming,minnesota
324,Mariam Khamis,"Richmond, Ind.",Richmond HS,womens swimming,minnesota
325,Abbey  Kilgallon,"Bridgewater, N.J.",Bridgewater Raritan HS,womens swimming,minnesota
326,Lindsey Kozelsky,"Albert Lea, Minn.",Albert Lea HS,womens swimming,minnesota
327,Lauren Lalumiere,"Oakville, Ontario",Iroquois                                            Ridge,womens swimming,minnesota
328,Emma Linscott,"Mission Hills, Kansas",Shawnee Mission East HS,womens swimming,minnesota
329,Kaela Marcus,"Placerville, Calif.",Placerville El                                            Dorado HS,womens swimming,minnesota
330,Keli  McCarthy,"Edina, Minn.",Edina HS,womens swimming,minnesota
331,Kasey Milstroh,"St. Cloud, Minn.",Foley HS,womens swimming,minnesota
332,Rachel Munson,"Shorewood, Wis.",Shorewood HS,womens swimming,minnesota
333,Chantal Nack,"Mankato, Minn.",Mankato West HS,womens swimming,minnesota
334,Mackenzie Padington,"Campbell River, B.C.",Claremont                                            Secondary,womens swimming,minnesota
335,Madison Preiss,"Medina, Minn.",Wayzata HS,womens swimming,minnesota
336,Katelyn Sauder,"Bloomington, Ill.",N/A,womens swimming,minnesota
337,Kate Sullivan,"Overland Park, Kan.",Notre Dame De Sion HS,womens swimming,minnesota
338,Bronwyn  Tuff,"Houston, Texas",Cy-Fair HS,womens swimming,minnesota
339,Patricia Van Law,"Highlands Ranch, Colo.",Thunder Ridge                                            HS,womens swimming,minnesota
340,Tevyn Waddell,"Mitchell, S.D.",Mitchell HS,womens swimming,minnesota
341,Katherine  Wagner,"Chatsworth, Calif.",Bishop Alemany HS,womens swimming,minnesota
342,Jackson Allen,"Shakopee, Minn.",Shakopee H.S.,mens tennis,minnesota
343,Marino Alpeza,"Mostar, Bosnia",N/A,mens tennis,minnesota
344,Kaleb Dobbs,"Sioux Falls, S.D.",Sioux Falls Lincoln                                            H.S.,mens tennis,minnesota
345,Josip Krstanovic,"Zagreb, Croatia",XV. Gimnazija                                            Zagreb,mens tennis,minnesota
346,Justyn Levin,"Melbourne, Australia",N/A,mens tennis,minnesota
